"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"372","B","3","Karumonix, the Rat King","rare","Creature","0.79","0.5","0.71","0.26","0.02","0.6122448979591838","5577"
"373","U,B,R","5","Abaddon the Despoiler","mythic","Creature","0.99","0.99","1.06","3.99","undefined","0.7647058823529411","5572"
"374","R,G,W","3","Jinnie Fay, Jetmir's Second","rare","Creature","0.79","0.5","11.4","0.3","0.02","0.22222222222222232","5569"
"375","","10","Kozilek, the Great Distortion","mythic","Creature","5.99","4.94","5.7","3.95","0.02","1.3649350649350653","5551"
"376","R,W,B","3","Kelsien, the Plague","mythic","Creature","0.99","1.02","1.06","0.48","2.63","0.8","5550"
"377","G,W","5","Kyler, Sigardian Emissary","mythic","Creature","0.99","0.69","0.71","0.47","undefined","0.34782608695652173","5546"
"378","U,B,R","3","Marchesa, Dealer of Death","rare","Creature","0.49","0.25","0.35","0.09","0.02","0.1875","5525"
"379","B,G","3","Slimefoot, the Stowaway","uncommon","Creature","0.35","0.25","0.21","0.13","0.03","0.21568627450980393","5508"
"380","W,B","2","Amalia Benavides Aguirre","rare","Creature","0.69","0.5","0.71","0.96","0.02","0.31481481481481494","5492"
"381","W","3","Delney, Streetwise Lookout","mythic","Creature","39.99","33.44","42.78","23.06","0.03","0.810810810810811","5479"
"382","G,U,R","3","Riku of Many Paths","rare","Creature","0.49","0.25","0.35","0.11","0.02","0.2222222222222222","5476"
"383","G,W","5","Karametra, God of Harvests","mythic","Creature","5.49","3.96","4.27","2.73","0.02","0.33870967741935487","5456"
"384","W,B,G","5","Betor, Kin to All","mythic","Creature","4.49","3.38","4.27","3.64","0.14","0.49549549549549504","5398"
"385","G,U","3","Kumena, Tyrant of Orazca","mythic","Creature","0.99","0.3","0.71","0.4","0.02","0.36507936507936506","5391"
"386","B,R","6","The Master, Multiplied","rare","Creature","5.49","3.61","6.41","5.66","undefined","0.7545454545454545","5387"
"387","W,B","3","Kambal, Profiteering Mayor","rare","Creature","3.99","2.53","3.56","3.85","0.02","0.6016483516483515","5381"
"388","G,W","4","Sovereign Okinec Ahau","mythic","Creature","3.99","2.4","3.56","2.22","0.02","0.4146341463414634","5377"
"389","W,U,B","4","Noctis, Prince of Lucis","rare","Creature","0.49","0.41","0.35","0.32","0.02","0.4954954954954955","5375"
"390","W,B,G","3","Doran, the Siege Tower","rare","Creature","2.79","3","2.85","1.01","0.02","0.17647058823529413","5375"
"391","U,R,W","4","Aragorn, King of Gondor","mythic","Creature","0.99","0.52","1.06","0.85","3.09","0.6263736263736265","5371"
"392","U,B","5","Tasha, the Witch Queen","mythic","Planeswalker","7.49","4.44","7.84","5.4","8.89","0.4864864864864865","5366"
"393","G,W,U","4","Galea, Kindler of Hope","mythic","Creature","0.99","0.69","0.71","0.49","0.47","0.6","5356"
"394","B","5","Syr Konrad, the Grim","uncommon","Creature","0.69","0.5","0.71","0.45","0.03","0.929480901077375","5346"
"395","B,G","2","Hapatra, Vizier of Poisons","rare","Creature","0.99","0.76","1.06","0.7","0.02","0.5","5344"
"396","R,G","6","Ruric Thar, the Unbowed","rare","Creature","0.99","0.5","0.71","0.47","0.02","0.7884615384615384","5343"
"397","R,W,B","4","Olivia, Opulent Outlaw","mythic","Creature","0.99","2.15","1.06","2.18","undefined","0.18571428571428572","5339"
"398","B","5","Maha, Its Feathers Night","mythic","Creature","9.99","8.85","9.26","5.39","0.07","1.5785714285714285","5324"
"399","","5","Karn, Legacy Reforged","mythic","Creature","13.99","9.98","14.25","8.16","0.02","0.4973821989528795","5311"
"400","U,B","2","Golbez, Crystal Collector","rare","Creature","0.49","0.5","0.53","0.37","0.02","0.14130434782608695","5309"
"401","U,R","2","Krark, the Thumbless // Sakashima of a Thousand Faces","rare","Creature","2.29","1.18","7.84","1.11","10.15","0.7070707070707071","5306"
"402","W,U","4","Heliod, the Radiant Dawn","rare","Creature","2.49","1.29","2.49","0.84","0.02","0.44761904761904764","5295"
"403","U,R,W","3","Elsha, Threefold Master","mythic","Creature","0.99","0.69","1.06","0.67","undefined","0.20175438596491235","5277"
"404","U,R","4","Mizzix of the Izmagnus","rare","Creature","0.99","0.5","0.71","0.19","0.35","0.7727272727272727","5269"
"405","U","3","Emry, Lurker of the Loch","rare","Creature","1.29","0.67","1.06","0.76","0.47","0.47181008902077154","5267"
"406","U,R,W","4","Shiko and Narset, Unified","mythic","Creature","0.99","0.54","1.06","0.82","undefined","0.29245283018867924","5259"
"407","R,W","3","Mabel, Heir to Cragflame","rare","Creature","0.49","0.37","0.35","0.23","0.02","0.19047619047619047","5243"
"408","B,G","3","Baba Lysaga, Night Witch","rare","Creature","0.49","0.25","0.35","0.13","3.25","0.2","5238"
"409","G,U,R","3","Owen Grady, Raptor Trainer // Blue, Loyal Raptor","rare","Creature","5.99","5.35","5.7","3.03","1.12","0.4","5228"
"410","W,U,B","3","Zur, Eternal Schemer","mythic","Creature","3.49","3","2.85","4.25","0.06","0.6071428571428571","5204"
"411","B,R","3","Magar of the Magic Strings","mythic","Creature","1.49","0.55","1.42","0.86","undefined","0.631578947368421","5201"
"412","R,G,W","4","Marisi, Breaker of the Coil","mythic","Creature","9.99","5.76","9.98","3.73","13.6","0.7647058823529413","5200"
"413","R,W,B","5","Zurgo Helmsmasher","mythic","Creature","0.99","0.68","1.06","0.5","0.02","0.2777777777777778","5193"
"414","U,R,W","3","Inspirit, Flagship Vessel","mythic","Artifact","0.99","0.79","1.06","0.74","2","0.4411764705882353","5192"
"415","R","4","Solphim, Mayhem Dominus","mythic","Creature","24.99","18.14","23.52","14.64","0.02","0.6890756302521007","5168"
"416","W,B","2","Sorin of House Markov","mythic","Creature","4.99","3.29","5.7","4.28","0.29","0.26","5147"
"417","G,W","4","Trostani, Selesnya's Voice","mythic","Creature","2.29","1.5","2.13","1.18","0.02","0.1523809523809524","5142"
"418","G,U","5","Imoti, Celebrant of Bounty","uncommon","Creature","0.35","0.25","0.21","0.09","0.04","0.5113636363636362","5138"
"419","U,B,R","4","Admiral Beckett Brass","mythic","Creature","0.99","0.25","0.71","0.22","0.02","0.673469387755102","5104"
"420","B,R","3","Anje Falkenrath","mythic","Creature","1.29","0.78","1.78","0.35","2.53","0.25","5101"
"421","W,B","2","Karlov of the Ghost Council","mythic","Creature","11.99","7.32","12.83","7.73","1.69","0.4","5090"
"422","R","4","Tannuk, Steadfast Second","mythic","Creature","4.49","4.69","4.98","3.59","0.06","0.6730769230769231","5084"
"423","B,R","5","Rakdos, the Muscle","mythic","Creature","2.79","0.92","2.49","1.42","0.02","0.35","5077"
"424","U,R,W","3","Tetzin, Gnome Champion","rare","Creature","0.49","0.29","0.35","0.24","0.27","0.35294117647058826","5073"
"425","R,W","4","Osgir, the Reconstructor","mythic","Creature","0.99","1","1.06","0.53","2.87","0","5072"
"426","W,U","3","Will, Scion of Peace","mythic","Creature","1.49","0.92","1.42","0.75","0.02","0.6428571428571429","5055"
"427","G,U,R","3","Loot, the Key to Everything","mythic","Creature","0.99","0.68","1.06","0.68","0.02","1.2222222222222223","5050"
"428","U,B","3","Runo Stromkirk","rare","Creature","0.49","0.3","0.53","0.24","0.02","0.2","5035"
"429","R,W,B","3","Altaïr Ibn-La'Ahad","mythic","Creature","3.99","2.45","3.2","3.52","0.02","0.7777777777777778","5034"
"430","G,U,R","0","Rograkh, Son of Rohgahh // Thrasios, Triton Hero","uncommon","Creature","2.49","1.36","2.49","1.19","1.44","0.6612021857923498","5030"
"431","G,U,R","5","Riku of Two Reflections","mythic","Creature","5.49","4.81","4.27","2.4","0.02","0.4666666666666667","5003"
"432","B,G","4","Winter, Cynical Opportunist","mythic","Creature","0.99","0.35","0.71","0.34","2","0.2708333333333334","4992"
"433","B,R","5","Raphael, Fiendish Savior","rare","Creature","0.49","0.3","0.35","0.26","9.11","0.2807017543859648","4969"
"434","U,R,W","5","Liberty Prime, Recharged","mythic","Creature","0.99","0.3","1.06","0.13","1.64","0.2222222222222222","4962"
"435","B","5","Gisa, the Hellraiser","mythic","Creature","7.99","4.39","7.84","4.88","0.03","0.47311827956989255","4962"
"436","R,W","5","Otharri, Suns' Glory","mythic","Creature","3.99","2.38","4.27","1.48","9.25","0.20192307692307693","4952"
"437","B,G,U","3","Jorn, God of Winter","rare","Creature","0.49","0.39","0.35","0.19","0.02","0.5","4917"
"438","U,R","6","Neera, Wild Mage","rare","Creature","0.49","0.25","0.35","0.02","2.04","0.4666666666666667","4882"
"439","G,U,R","3","Averna, the Chaos Bloom","rare","Creature","0.49","0.39","0.35","0.19","0.38","0.3157894736842105","4880"
"440","G,W","1","Rhys the Redeemed","rare","Creature","5.99","7.05","5.7","3.45","0.02","0.3131313131313131","4864"
"441","W,B","5","Carmen, Cruel Skymarcher","mythic","Creature","0.99","0.52","1.42","1.71","0.02","0.3224043715846994","4863"
"442","R,G","2","Agatha of the Vile Cauldron","mythic","Creature","2.29","1","2.13","1.11","0.02","0.5833333333333334","4861"
"443","B,G","6","Yargle and Multani","rare","Creature","1.79","0.85","1.78","0.37","0.02","0.20535714285714282","4833"
"444","R,W,B","4","Neriv, Heart of the Storm","mythic","Creature","2.29","1.75","2.49","1.3","0.12","0.2169811320754717","4832"
"445","B,G","5","Zask, Skittering Swarmlord","rare","Creature","42.99","34.19","46.34","18.63","undefined","0.6","4826"
"446","R,G,W","5","Uril, the Miststalker","mythic","Creature","1.49","1.04","1.42","0.34","0.02","0.21428571428571427","4794"
"447","G,W","2","Emmara, Soul of the Accord","rare","Creature","0.49","0.48","0.53","0.21","0.02","0.17647058823529413","4771"
"448","R,W,B","3","Jan Jansen, Chaos Crafter","rare","Creature","0.59","0.32","0.53","0.19","2.39","0.21739130434782616","4764"
"449","W,U,B","5","Yennett, Cryptic Sovereign","rare","Creature","0.49","0.3","0.35","0.23","0.45","0.2727272727272727","4751"
"450","B,G","4","Jarad, Golgari Lich Lord","mythic","Creature","1.99","1.5","1.78","0.78","0.02","0.2865168539325844","4733"
"451","B","2","Tinybones, Trinket Thief","mythic","Creature","24.99","21.59","28.52","23.87","8.32","1.0952380952380953","4730"
"452","G,W","6","Hamza, Guardian of Arashin","uncommon","Creature","0.39","0.25","0.35","0.16","0.04","0.28571428571428575","4715"
"453","G,W,U","4","Sophia, Dogged Detective","mythic","Creature","0.99","0.3","0.71","0.33","1.85","0.8571428571428571","4703"
"454","W,U,B,R,G","5","Jared Carthalion","mythic","Planeswalker","0.99","0.99","1.06","0.45","1.31","0.2222222222222222","4702"
"455","U,R,W","5","Elsha of the Infinite","rare","Creature","0.59","0.39","0.53","0.18","0.25","0.4444444444444444","4690"
"456","G,U","2","Lonis, Cryptozoologist","rare","Creature","0.49","0.25","0.35","0.19","0.02","0.2537313432835821","4669"
"457","U,R","5","Magnus the Red","rare","Creature","4.99","3.97","4.98","2.97","1.03","0.5","4656"
"458","R,W","2","Taii Wakeen, Perfect Shot","rare","Creature","0.49","0.25","0.35","0.18","0.02","0.4444444444444444","4655"
"459","B,R","5","The Lord of Pain","mythic","Creature","6.99","5.99","7.12","7.94","undefined","0.9731182795698923","4639"
"460","G,U","4","Arixmethes, Slumbering Isle","rare","Creature","0.99","0.45","0.71","0.47","0.02","0.3155080213903743","4637"
"461","W,U,B,R,G","5","Garth One-Eye","mythic","Creature","0.99","0.32","0.71","0.28","0.02","0.5","4631"
"462","R,W,B","6","Megatron, Tyrant","mythic","Creature","1.99","1.5","2.13","0.53","7.66","0.5833333333333334","4627"
"463","W,U,B,R,G","10","Progenitus","mythic","Creature","0.99","1.11","1.06","0.95","0.02","0.38271604938271586","4601"
"464","G,U,R","4","Rashmi and Ragavan","mythic","Creature","0.99","0.48","1.06","0.49","0.58","0.65","4599"
"465","G","4","Goreclaw, Terror of Qal Sisma","uncommon","Creature","1.49","0.6","1.42","0.35","0.02","0.27863777089783276","4597"
"466","W,U","5","Elminster","mythic","Planeswalker","0.99","0.69","1.06","1.1","2.22","0.7058823529411765","4589"
"467","G,W,U","4","Falco Spara, Pactweaver","mythic","Creature","2.99","3.18","2.49","1.58","0.02","0.05263157894736842","4586"
"468","G,W,U","4","Rafiq of the Many","rare","Creature","0.49","0.3","0.35","0.12","0.02","0.4166666666666667","4561"
"469","R,G","7","Atarka, World Render","rare","Creature","0.49","0.5","0.53","0.29","0.02","0.4178272980501393","4560"
"470","B,R","3","Evereth, Viceroy of Plunder","rare","Creature","6.99","5.58","7.84","4.9","undefined","0.44047619047619047","4527"
"471","W,U,B","6","Saruman of Many Colors","mythic","Creature","0.99","0.66","1.06","0.89","0.02","0.375","4524"
"472","R,W","6","Aurelia, the Warleader","mythic","Creature","19.99","14.99","15.68","9.3","0.02","0.6722222222222223","4496"
"473","B,R","0","Asmoranomardicadaistinaculdacar","rare","Creature","0.49","0.4","0.35","0.25","0.02","0.29411764705882354","4480"
"474","U","2","Baral, Chief of Compliance","rare","Creature","2.99","1.98","2.85","1.23","0.03","1.0618421052631553","4478"
"475","G,W,U","4","Yuna, Grand Summoner","mythic","Creature","0.99","0.83","1.06","1.57","1.61","0.3928571428571429","4477"
"476","B,G,U","4","Cazur, Ruthless Stalker // Ukkima, Stalking Shadow","mythic","Creature","0.99","0.47","0.71","0.27","1.41","0.1111111111111111","4476"
"477","W,B,G","5","Vishgraz, the Doomhive","mythic","Creature","0.99","1","1.06","0.49","2","0.7222222222222222","4465"
"478","R,G","3","Tannuk, Memorial Ensign","uncommon","Creature","0.69","0.32","0.71","0.31","0.03","0.3076923076923077","4457"
"479","R,W,B","3","Zurgo, Thunder's Decree","rare","Creature","0.49","0.39","0.35","0.22","0.02","0.17346938775510207","4455"
"480","R,G","5","Slinza, the Spiked Stampede","rare","Creature","1.79","1.07","2.13","1.14","undefined","0.2551020408163265","4447"
"481","U,R","3","Ian Malcolm, Chaotician","rare","Creature","5.49","4.26","5.7","2.52","1.12","0.47058823529411764","4445"
"482","W,B","4","Minthara, Merciless Soul","uncommon","Creature","0.35","0.2","0.35","0.14","2.41","0.3269230769230769","4431"
"483","G,W,U","5","Mr. Foxglove","mythic","Creature","0.99","0.33","0.71","0.33","1.86","0.21428571428571427","4408"
"484","G","4","Baru, Wurmspeaker","rare","Creature","0.99","0.97","1.06","0.64","0.91","0.4","4397"
"485","R","4","Ashling, Flame Dancer","mythic","Creature","4.49","3.07","4.98","1.97","0.02","0.4021164021164021","4382"
"486","B,R","4","Blim, Comedic Genius","rare","Creature","0.49","0.3","0.35","0.27","0.86","0.528205128205128","4379"
"487","B,R","8","Imskir Iron-Eater","rare","Creature","0.49","0.25","0.35","0.13","0.02","0.18518518518518517","4359"
"488","U,R","2","Kediss, Emberclaw Familiar // Malcolm, Keen-Eyed Navigator","uncommon","Creature","6.99","5.21","7.12","1.79","1.76","0.5128205128205131","4334"
"489","W,U","5","The Council of Four","rare","Creature","1.29","0.45","1.42","0.4","7.78","0.49238578680203043","4317"
"490","W,U,B","4","Eriette, the Beguiler","rare","Creature","0.49","0.25","0.35","0.19","0.02","0.7333333333333333","4314"
"491","R","4","Purphoros, God of the Forge","mythic","Creature","24.99","21.99","23.52","18","0.02","1.151447661469935","4307"
"492","W","3","Heliod, Sun-Crowned","mythic","Creature","21.99","16.55","21.39","12.45","0.22","0.8976608187134502","4303"
"493","W,U,B,R,G","5","Infinite Guideline Station","rare","Artifact","0.49","0.32","0.35","0.12","0.02","0.21428571428571427","4299"
"494","U,R","3","Yusri, Fortune's Flame","rare","Creature","0.49","0.33","0.35","0.14","0.02","0.3888888888888889","4294"
"495","G,U","2","Kenessos, Priest of Thassa","rare","Creature","6.49","3.88","6.41","1.94","undefined","0.6190476190476191","4276"
"496","R,G,W","3","Ghired, Mirror of the Wilds","mythic","Creature","0.99","0.49","1.06","0.38","0.02","0.35","4267"
"497","B","3","Liliana, Heretical Healer","mythic","Creature","5.49","5","5.7","2.97","0.02","0.45454545454545436","4252"
"498","G","6","Lumra, Bellow of the Woods","mythic","Creature","29.99","29.7","28.52","21.5","0.38","0.7119565217391307","4252"
"499","B,R","4","Mogis, God of Slaughter","mythic","Creature","4.49","2.96","4.27","2.59","0.4","0.5176470588235296","4252"
"500","U","5","Azami, Lady of Scrolls","rare","Creature","0.79","0.49","0.71","0.3","0.02","0.5102040816326531","4241"
"501","W,U,B,R,G","5","Cosmic Spider-Man","mythic","Creature","7.99","8.24","9.98","2.67","0.35","1.2282608695652169","4239"
"502","G,W","2","Black Panther, Wakandan King","mythic","Creature","15.99","17.82","15.68","11.44","undefined","0.5964912280701754","4234"
"503","B,G","4","Savra, Queen of the Golgari","rare","Creature","0.99","0.49","0.71","0.59","0.02","0.3125","4232"
"504","B,G","3","Camellia, the Seedmiser","rare","Creature","1.49","1","1.42","0.44","0.02","0.3703703703703704","4231"
"505","B,R","3","Xantcha, Sleeper Agent","rare","Creature","3.99","2.76","4.27","2.14","0.8","0.4051724137931034","4229"
"506","R,W,B","5","Silvar, Devourer of the Free // Trynn, Champion of Freedom","mythic","Creature","0.99","0.57","0.71","0.35","0.68","0.23529411764705882","4227"
"507","G","6","Vorinclex, Monstrous Raider","mythic","Creature","42.99","33.17","42.78","30","0.23","1.7843137254901962","4220"
"508","R","9","Chiss-Goria, Forge Tyrant","mythic","Creature","3.99","2.5","4.98","3.22","2.23","0.23529411764705882","4219"
"509","B,G,U","4","The Master, Transcendent","mythic","Creature","0.99","0.36","1.06","1.07","1.63","0.6666666666666666","4211"
"510","W,U","3","Urza, Lord Protector","mythic","Creature","9.99","7.99","9.98","7.58","0.15","0.5","4200"
"511","G,W","3","Jasmine Boreal of the Seven","uncommon","Creature","0.35","0.25","0.21","0.12","0.1","0.06666666666666667","4190"
"512","W,U,B,R,G","5","Niv-Mizzet Reborn","mythic","Creature","0.99","0.92","1.06","0.7","0.02","0.15789473684210525","4179"
"513","U,B,R,G","2","Thrasios, Triton Hero // Vial Smasher the Fierce","rare","Creature","22.99","20.52","19.96","13.88","1.54","1.343648208469055","4154"
"514","B,R","3","Rivaz of the Claw","rare","Creature","0.79","0.49","0.71","0.45","0.02","0.29245283018867935","4131"
"515","G,U,R","5","Loot, the Pathfinder","mythic","Creature","0.99","0.72","1.06","0.2","0.14","0.4444444444444444","4122"
"516","R,W","3","General Ferrous Rokiric","rare","Creature","1.49","0.5","1.42","0.5","0.02","0.06730769230769235","4113"
"517","U,B,R","8","Sauron, Lord of the Rings","mythic","Creature","0.99","0.47","0.71","0.8","1.89","0.4074074074074074","4109"
"518","G,W","3","Cadira, Caller of the Small","uncommon","Creature","0.35","0.2","0.35","0.14","2.32","0.17094017094017094","4107"
"519","U,R,W","5","Gavi, Nest Warden","mythic","Creature","0.99","0.5","0.71","0.18","1.09","0.24022346368715083","4082"
"520","W,U","5","Abdel Adrian, Gorion's Ward // Candlekeep Sage","uncommon","Creature","0.35","0.2","0.35","0.14","undefined","0.2621359223300971","4067"
"521","U","4","Braids, Conjurer Adept","rare","Creature","0.79","0.5","0.71","0.3","0.02","0.65","4065"
"522","U,R,W","6","Optimus Prime, Hero","mythic","Creature","2.79","3.91","3.2","1.19","6.14","0.5","4059"
"523","W,U,B,R,G","6","Karona, False God","rare","Creature","1.79","2.36","1.78","0.9","0.02","0.21428571428571427","4052"
"524","B,G,U","4","Archelos, Lagoon Mystic","rare","Creature","0.49","0.29","0.35","0.04","0.52","0.4375","4052"
"525","U","3","Leonardo da Vinci","mythic","Creature","1.49","0.85","1.42","1.98","0.02","0.65","4051"
"526","G,U","1","Tamiyo, Inquisitive Student","mythic","Creature","34.99","26.97","35.65","30.42","25.89","0.3","4039"
"527","U,R,W","6","Kasla, the Broken Halo","mythic","Creature","0.99","0.4","0.71","0.25","2.58","0","4037"
"528","B,G,U","5","Teval, Arbiter of Virtue","mythic","Creature","0.99","0.57","0.71","0.39","0.12","0.4680851063829788","4035"
"529","U,B,R","4","Zevlor, Elturel Exile","rare","Creature","0.49","0.25","0.35","0.12","0.31","0.7222222222222222","4015"
"530","W,U,B,R,G","5","Niv-Mizzet, Guildpact","rare","Creature","0.49","0.29","0.35","0.17","0.02","0.631578947368421","3992"
"531","U,R","4","Galazeth Prismari","mythic","Creature","3.99","2.99","3.56","3.2","0.02","0.13043478260869565","3978"
"532","R,G","5","The Howling Abomination","rare","Creature","0.49","0.4","0.53","0.15","undefined","0.2","3970"
"533","W,U,B,R,G","5","Rukarumel, Biologist","mythic","Creature","1.49","1.49","1.06","0.45","7.04","0.3333333333333333","3961"
"534","R","5","Neheb, the Eternal","mythic","Creature","2.49","1.28","2.49","1.52","0.02","0.4901960784313725","3941"
"535","W,B","1","Frodo, Sauron's Bane","rare","Creature","0.49","0.25","0.35","0.26","0.02","0.3390804597701149","3939"
"536","R","9","Herigast, Erupting Nullkite","mythic","Creature","2.79","1.97","2.85","2.08","0.21","0.2222222222222222","3930"
"537","B,R","2","Grenzo, Dungeon Warden","rare","Creature","0.79","0.49","0.53","0.38","0.02","0.375","3924"
"538","R,W","6","Firesong and Sunspeaker","rare","Creature","0.49","0.3","0.35","0.17","0.02","0.05555555555555555","3919"
"539","W,B,G","3","Merry, Warden of Isengard // Pippin, Warden of Isengard","rare","Creature","0.49","0.26","0.35","0.23","0.78","0.25000000000000006","3912"
"540","B,G","7","Beledros Witherbloom","mythic","Creature","3.99","2","3.56","3.89","0.06","0.49382716049382713","3911"
"541","R,G,W","9","Zacama, Primal Calamity","mythic","Creature","0.99","0.71","1.42","0.9","0.02","0.6489361702127662","3899"
"542","W,U,B,R,G","5","Scion of the Ur-Dragon","rare","Creature","9.49","9.75","7.84","3.18","0.02","0.9186046511627907","3898"
"543","B,R,G","5","Szarel, Genesis Shepherd","mythic","Creature","0.99","0.51","0.71","0.67","8.15","0.3025210084033615","3897"
"544","U,R","3","Jhoira of the Ghitu","rare","Creature","0.59","0.34","0.53","0.3","0.02","0.05","3887"
"545","G,W,U","4","Estrid, the Masked","mythic","Planeswalker","1.79","1.37","3.56","undefined","0.69","0.35294117647058826","3878"
"546","U,R","10","Eris, Roar of the Storm","mythic","Creature","0.99","0.99","1.06","3.73","2.75","0.1","3870"
"547","R,G","3","Muerra, Trash Tactician","rare","Creature","0.49","0.3","0.35","0.15","0.02","0.23529411764705882","3862"
"548","W,B","4","King of the Oathbreakers","rare","Creature","0.49","0.25","0.53","0.17","0.02","0.6666666666666666","3860"
"549","G,U","3","Galadriel of Lothlórien","rare","Creature","0.49","0.25","0.35","0.26","0.02","0","3845"
"550","W,B","4","Squall, SeeD Mercenary","rare","Creature","0.69","1.19","0.53","0.69","0.02","0.3431372549019608","3838"
"551","G,U,R","4","Eshki Dragonclaw","rare","Creature","0.49","0.25","0.35","0.06","0.02","0.1616161616161616","3821"
"552","W,B","3","Teysa, Orzhov Scion","rare","Creature","2.49","0.75","2.49","0.92","0.02","0.5","3820"
"553","B,R,G","3","Eddie Brock","mythic","Creature","8.99","7.45","10.69","5.49","0.94","0.5523809523809524","3806"
"554","G","3","Loot, Exuberant Explorer","rare","Creature","4.99","4.34","6.41","2.88","0.02","0.5909090909090906","3805"
"555","B","3","Vito, Thorn of the Dusk Rose","rare","Creature","10.99","7.8","9.98","5.61","0.02","0.94831013916501","3803"
"556","G,W","4","Yenna, Redtooth Regent","rare","Creature","2.99","1.5","3.56","0.93","0.02","0.23863636363636365","3791"
"557","W","4","Odric, Lunarch Marshal","rare","Creature","0.79","0.5","1.06","0.23","0.02","0.34897360703812325","3791"
"558","W","5","Anti-Venom, Horrifying Healer","mythic","Creature","15.99","12.7","15.68","5.33","1.15","1.0099999999999998","3790"
"559","G,W","3","Kutzil, Malamet Exemplar","uncommon","Creature","1.99","1.05","2.49","0.68","0.04","0.6337402885682575","3783"
"560","G,W","3","Sergeant John Benton","rare","Creature","0.49","0.35","0.53","0.27","undefined","0.7142857142857143","3779"
"561","U","10","Octavia, Living Thesis","rare","Creature","0.99","0.49","0.71","0.6","1.56","0.15789473684210525","3776"
"562","B,G","2","Belbe, Corrupted Observer","rare","Creature","0.49","0.35","0.35","0.19","0.49","0.75","3775"
"563","U,R","4","Breeches, Brazen Plunderer // Malcolm, Keen-Eyed Navigator","uncommon","Creature","0.35","0.2","0.35","0.11","0.04","0.22580645161290314","3763"
"564","W","2","Cloud, Midgar Mercenary","mythic","Creature","34.99","27.36","32.08","24.73","0.87","0.8513513513513512","3761"
"565","U,R,W","5","Arthur, Marigold Knight","mythic","Creature","0.99","0.33","0.71","0.23","1.45","0.6875","3749"
"566","U,B,R","5","Evelyn, the Covetous","rare","Creature","0.49","0.25","0.35","0.11","0.02","0.5333333333333333","3749"
"567","W,U,B,R,G","5","Sliver Hivelord","mythic","Creature","19.99","17.21","19.25","6.8","0.02","1.3638059701492526","3747"
"568","W","8","Avacyn, Angel of Hope","mythic","Creature","32.99","22","27.09","9.45","0.1","1.3454790823211884","3743"
"569","R","4","Torbran, Thane of Red Fell","rare","Creature","3.99","3.66","4.27","1.14","0.02","0.5764705882352945","3742"
"570","G,U,R","3","Beluna Grandsquall","mythic","Creature","0.99","0.35","0.71","0.33","0.02","0","3742"
"571","G,U","5","Kruphix, God of Horizons","mythic","Creature","5.49","3.03","4.27","1.96","0.02","0.23636363636363636","3740"
"572","W,B","4","Burakos, Party Leader // Folk Hero","mythic","Creature","0.99","0.93","1.42","1.14","1.15","0.27624309392265173","3732"
"573","W,B,G","3","Felothar, Dawn of the Abzan","rare","Creature","0.49","0.25","0.35","0.1","0.02","0.1521739130434783","3708"
"574","R","6","Clive, Ifrit's Dominant","mythic","Creature","4.49","4.14","4.27","3.93","0.02","0.26804123711340205","3704"
"575","B,R,G","5","Vazi, Keen Negotiator","rare","Creature","0.49","0.35","0.35","0.14","undefined","0.42105263157894735","3701"
"576","W,U,B","4","Kamiz, Obscura Oculus","mythic","Creature","0.99","0.49","0.71","0.08","1.64","0.3181818181818182","3697"
"577","G,U,R","3","Lara Croft, Tomb Raider","mythic","Creature","44.99","49.64","46.34","34.61","undefined","0.7","3692"
"578","R","4","Urabrask","mythic","Creature","19.99","14.64","1426.17","10","0.03","0.5272727272727268","3683"
"579","U,B","2","The Ancient One","mythic","Creature","1.79","1.16","1.78","1.14","0.12","0.47058823529411764","3676"
"580","B,G","4","Gyome, Master Chef","mythic","Creature","18.99","12.53","17.11","0.97","2.45","0.2909090909090909","3656"
"581","R,G","3","Meria, Scholar of Antiquity","rare","Creature","0.49","0.25","0.35","0.02","0.02","0.4782608695652174","3654"
"582","","8","Graaz, Unstoppable Juggernaut","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.4","3652"
"583","R,G,W","5","Ghired, Conclave Exile","mythic","Creature","0.99","0.35","0.71","0.21","4.41","0.26666666666666666","3626"
"584","W,B,G","5","Kathril, Aspect Warper","mythic","Creature","0.99","0.72","0.71","0.14","2.27","0.17647058823529413","3619"
"585","G","5","Thrun, Breaker of Silence","rare","Creature","0.49","0.33","0.35","0.22","0.02","0.9285714285714286","3618"
"586","G,U","11","The Pride of Hull Clade","mythic","Creature","2.29","1.1","2.49","1.45","0.02","0.05555555555555555","3611"
"587","W","4","Balan, Wandering Knight","rare","Creature","0.99","0.5","0.53","0.52","0.91","0.39285714285714285","3609"
"588","B","5","Ghoulcaller Gisa","rare","Creature","3.99","2.59","4.27","1.85","3.75","0.19125683060109305","3583"
"589","G,U","6","Bonny Pall, Clearcutter","rare","Creature","0.99","0.41","0.71","0.31","0.02","0.25217391304347825","3579"
"590","R,G,W","4","Obuun, Mul Daya Ancestor","mythic","Creature","0.99","0.5","0.71","1.23","2.59","0.22727272727272727","3572"
"591","U,R,W","4","Cayth, Famed Mechanist","mythic","Creature","0.99","0.5","1.06","0.35","0.02","0.23636363636363636","3556"
