"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"1537","R,G","3","Jaheira, Friend of the Forest // Street Urchin","rare","Creature","4.99","2.95","4.99","4.26","3.85","0.41","732"
"1538","B,R","3","Setzer, Wandering Gambler","rare","Creature","0.49","0.25","0.35","0.27","0.74","0.33","730"
"1539","R,G","3","Migloz, Maze Crusher","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.57","726"
"1540","R","3","Squee, the Immortal","rare","Creature","0.79","0.69","1.06","0.28","0.02","0.47","726"
"1541","R,W","7","Akroma, Vision of Ixidor // Rograkh, Son of Rohgahh","mythic","Creature","9.49","9.0","9.28","6.9","3.98","0.2","725"
"1542","W,B","3","General Kudro of Drannith","mythic","Creature","1.29","0.93","1.42","1.44","0.02","0.52","725"
"1543","R,W","4","Aurelia, Exemplar of Justice","mythic","Creature","0.99","0.99","1.42","0.97","0.02","0.0","724"
"1544","G,W,U","3","Jenara, Asura of War","mythic","Creature","0.99","0.45","0.71","0.34","0.02","0.0","723"
"1545","W,U","6","Rasputin Dreamweaver","rare","Creature","159.99","132.2","164.25","26.78","0.14","0.4","722"
"1546","G","3","Nissa, Vastwood Seer","mythic","Creature","3.99","3.44","4.28","3.01","0.02","0.41","721"
"1547","G,U","4","Kellan, Inquisitive Prodigy","rare","Creature","0.59","0.31","0.54","0.23","0.02","0.46","720"
"1548","G","2","Eladamri, Lord of Leaves","rare","Creature","64.99","55.24","71.41","33.97","6.24","0.73","717"
"1549","R","4","Tesak, Judith's Hellhound","rare","Creature","0.49","0.25","0.35","0.19","0.82","0.31","717"
"1550","B,R","2","Krark, the Thumbless // Vial Smasher the Fierce","rare","Creature","2.29","1.06","7.85","1.14","10.32","0.71","716"
"1551","B,G","6","Izoni, Center of the Web","rare","Creature","0.49","0.25","0.35","0.1","0.02","0.25","716"
"1552","R","3","Vincent, Vengeful Atoner","rare","Creature","0.79","0.42","1.06","0.83","1.82","0.37","714"
"1553","G,W","2","Saffi Eriksdotter","rare","Creature","0.79","0.86","0.71","0.76","0.02","0.65","714"
"1554","W,U,B","5","Nihiloor","mythic","Creature","0.99","0.49","1.06","0.41","","0.53","712"
"1555","W,B","4","Aryel, Knight of Windgrace","uncommon","Creature","0.35","0.25","0.35","0.12","0.02","0.07","712"
"1556","R,W","4","Ertha Jo, Frontier Mentor","uncommon","Creature","0.35","0.2","0.35","0.15","0.03","0.25","710"
"1557","R,G","5","Blaster, Combat DJ","mythic","Creature","0.99","0.81","1.06","0.34","1.61","0.43","706"
"1558","W,U","4","Oji, the Exquisite Blade","uncommon","Creature","0.35","0.2","0.35","0.03","0.97","0.25","706"
"1559","R,W,B","3","Kaalia, Zenith Seeker","mythic","Creature","14.99","9.74","11.42","6.35","0.02","0.26","706"
"1560","U,R","7","Dargo, the Shipwrecker // Malcolm, Keen-Eyed Navigator","uncommon","Creature","0.35","0.25","0.21","0.22","0.04","0.32","705"
"1561","G","8","Vorinclex, Voice of Hunger","mythic","Creature","8.99","5.59","14.28","6.82","0.03","2.61","705"
"1562","U,R","5","Lozhan, Dragons' Legacy","uncommon","Creature","0.35","0.23","0.35","0.15","","0.18","705"
"1563","G","3","The Cabbage Merchant","rare","Creature","6.99","36.0","","","","0","703"
"1564","G","3","Tyvar, the Pummeler","mythic","Creature","3.99","2.16","2.85","2.4","0.02","0.31","702"
"1565","R,G","4","Rulik Mons, Warren Chief","uncommon","Creature","0.35","0.2","0.21","0.02","0.03","0.14","702"
"1566","W,U","3","Gregor, Shrewd Magistrate","mythic","Creature","4.49","2.31","4.28","1.94","0.02","0.4","702"
"1567","R","3","Vaan, Street Thief","rare","Creature","0.49","0.3","0.35","0.24","0.02","0.31","702"
"1568","G","3","Arwen, Weaver of Hope","rare","Creature","5.49","3.5","4.99","3.77","3.29","0.32","701"
"1569","R,G,W","5","Rienne, Angel of Rebirth","mythic","Creature","0.99","0.79","1.06","0.46","0.02","0.47","701"
"1570","G","4","Thrun, the Last Troll","mythic","Creature","0.99","0.93","1.42","0.72","0.02","0.68","700"
"1571","B,G","3","Blex, Vexing Pest","mythic","Creature","2.49","1.43","2.49","1.02","0.03","0.29","696"
"1572","W","5","The Wandering Rescuer","mythic","Creature","3.49","1.56","3.56","1.55","0.02","0.21","696"
"1573","G,U","3","Troyan, Gutsy Explorer","uncommon","Creature","0.35","0.2","0.21","0.1","0.03","0.24","696"
"1574","U","3","Thassa, God of the Sea","mythic","Creature","2.49","1.12","2.85","2.32","0.02","0.37","695"
"1575","U","3","Matoya, Archon Elder","rare","Creature","0.49","0.62","0.54","0.61","0.02","0.38","695"
"1576","G","5","Kura, the Boundless Sky","mythic","Creature","2.99","2.0","2.85","1.0","0.02","0.3","695"
"1577","U,B,R","2","Krark, the Thumbless // Silas Renn, Seeker Adept","rare","Creature","2.29","1.06","7.85","1.14","10.32","0.71","694"
"1578","U,B","4","Atris, Oracle of Half-Truths","rare","Creature","0.49","0.25","0.35","0.11","0.02","0.44","694"
"1579","U","3","Grazilaxx, Illithid Scholar","rare","Creature","2.29","1.07","2.14","1.01","0.02","0.34","694"
"1580","G","6","Grunn, the Lonely King","uncommon","Creature","0.35","0.25","0.35","0.14","0.03","0.24","693"
"1581","W,B,G","4","Sidar Kondo of Jamuraa // Tymna the Weaver","mythic","Creature","0.99","0.26","0.71","0.19","0.33","0.28","693"
"1582","R,W","3","Rem Karolus, Stalwart Slayer","rare","Creature","0.79","0.4","0.54","0.32","0.02","0.22","693"
"1583","B,R","3","Kellogg, Dangerous Mind","rare","Creature","4.99","2.97","4.99","2.82","2.47","0.54","692"
"1584","B,G","3","Kraven the Hunter","rare","Creature","0.49","0.26","0.35","0.19","0.01","0.47","688"
"1585","B,G","3","Erinis, Gloom Stalker // Scion of Halaster","uncommon","Creature","0.35","0.2","0.21","0.12","0.78","0.03","687"
"1586","R","5","Kazuul, Tyrant of the Cliffs","rare","Creature","0.39","0.25","0.35","0.16","0.02","0.29","685"
"1587","B,G,U","3","Kotis, Sibsig Champion","mythic","Creature","0.99","0.45","0.71","0.52","","0.26","684"
"1588","W","4","Bill the Pony","uncommon","Creature","0.35","0.2","0.35","0.1","0.03","0.19","683"
"1589","U,B","3","Armix, Filigree Thrasher // Silas Renn, Seeker Adept","uncommon","Creature","0.35","0.25","0.35","0.17","0.04","0.23","683"
"1590","R,W","2","Jor Kadeen, First Goldwarden","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.06","682"
"1591","G,W","3","Serah Farron","rare","Creature","0.49","0.51","0.54","0.39","0.02","0.48","681"
"1592","B,R","5","Lucius the Eternal","rare","Creature","0.49","0.4","0.35","0.25","0.26","0.07","680"
"1593","B","4","Burakos, Party Leader // Haunted One","mythic","Creature","0.99","1.0","1.42","1.17","1.22","0.28","679"
"1594","G,U","3","Volo, Itinerant Scholar // Master Chef","mythic","Creature","0.99","0.4","0.71","0.24","","0.12","679"
"1595","R","3","Farid, Enterprising Salvager","rare","Creature","0.49","0.34","0.54","0.19","0.26","0.07","677"
"1596","R,W","2","Plargg, Dean of Chaos","rare","Creature","0.49","0.32","0.35","0.24","0.02","0.22","677"
"1597","B","5","Fandaniel, Telophoroi Ascian","rare","Creature","0.79","0.35","1.06","0.73","2.07","0.42","677"
"1598","B,G","3","Uurg, Spawn of Turg","uncommon","Creature","0.35","0.2","0.21","0.03","0.05","0.17","677"
"1599","U,B","4","Emet-Selch of the Third Seat","rare","Creature","0.99","0.46","1.42","0.65","2.23","0.3","676"
"1600","G,W","4","Selvala, Eager Trailblazer","mythic","Creature","0.99","0.39","1.06","0.37","0.02","0.13","675"
"1601","B,R,G","3","Gilanra, Caller of Wirewood // Vial Smasher the Fierce","uncommon","Creature","0.35","0.27","0.35","0.15","0.05","0.53","674"
"1602","G,W","3","Danitha, New Benalia's Light","rare","Creature","2.49","0.82","2.49","1.14","0.02","0.3","669"
"1603","U,B,R","5","The Twelfth Doctor // Vislor Turlough","rare","Creature","0.49","0.25","0.54","0.23","","0.44","665"
"1604","U,B","4","Gríma, Saruman's Footman","rare","Creature","1.79","1.12","2.14","1.49","1.63","0.36","664"
"1605","W","3","Venat, Heart of Hydaelyn","rare","Creature","0.99","1.29","0.71","0.7","0.02","0.21","664"
"1606","R,G","5","The Lady of Otaria","mythic","Creature","0.99","0.5","0.71","0.3","0.08","0.0","664"
"1607","W","5","Ao, the Dawn Sky","mythic","Creature","2.29","1.26","2.14","0.99","0.02","0.36","663"
"1608","G","6","Seshiro the Anointed","rare","Creature","5.49","5.08","5.71","1.93","0.02","0.25","662"
"1609","R,W,B","2","Krark, the Thumbless // Tymna the Weaver","rare","Creature","2.29","1.06","7.85","1.14","10.32","0.71","661"
"1610","G,W,U","4","The Second Doctor // Leela, Sevateem Warrior","rare","Creature","0.99","0.41","1.06","0.32","","0.3","659"
"1611","R","3","Zell Dincht","rare","Creature","0.69","0.61","0.71","0.39","0.02","0.28","657"
"1612","B","3","Kain, Traitorous Dragoon","rare","Creature","0.49","0.29","0.35","0.21","0.02","0.43","657"
"1613","G,W,U","6","The Sixth Doctor // Peri Brown","rare","Creature","0.49","0.32","0.54","0.26","","0.15","656"
"1614","R","3","J. Jonah Jameson","rare","Creature","0.49","0.32","0.54","0.18","0.01","0.53","653"
"1615","G,U","4","Radagast, Wizard of Wilds","rare","Creature","0.49","0.25","0.35","0.02","0.38","0.09","653"
"1616","U,R","3","Jori En, Ruin Diver","rare","Creature","0.99","0.63","1.42","0.6","0.02","0.14","653"
"1617","G,W,U,B","5","Ikra Shidiqi, the Usurper // Ishai, Ojutai Dragonspeaker","mythic","Creature","0.99","0.5","1.06","0.36","2.08","0.3","652"
"1618","B","5","Sidisi, Undead Vizier","rare","Creature","9.99","6.25","8.56","5.62","0.02","0.35","652"
"1619","W,U","2","Stenn, Paranoid Partisan","rare","Creature","0.49","0.25","0.35","0.09","0.02","0.55","647"
"1620","R,W","4","Haktos the Unscarred","rare","Creature","0.49","0.26","0.35","0.09","0.02","0.64","647"
"1621","G,U","3","Eutropia the Twice-Favored","uncommon","Creature","0.35","0.25","0.35","0.13","0.01","0.25","644"
"1622","G,U","4","Kianne, Corrupted Memory","mythic","Creature","0.99","0.4","0.71","0.2","2.0","0.38","639"
"1623","U","4","Gandalf, Friend of the Shire","uncommon","Creature","0.35","0.2","0.21","0.1","0.03","0.07","636"
"1624","B","5","Alpharael, Stonechosen","mythic","Creature","0.99","0.65","1.06","0.02","0.02","0.55","632"
"1625","R","6","Moraug, Fury of Akoum","mythic","Creature","4.49","2.29","4.28","1.34","0.02","0.78","632"
"1626","U,B,R","5","Sol'kanar the Swamp King","rare","Creature","0.35","0.29","0.35","0.12","0.02","0.12","631"
"1627","U,B","2","Winter, Cursed Rider","rare","Creature","0.49","0.25","0.35","0.11","0.02","0.19","630"
"1628","B,R","4","Green Goblin, Nemesis","rare","Creature","3.49","2.0","2.85","1.4","","0.42","630"
"1629","W","3","Ratchet, Field Medic","mythic","Creature","2.49","2.76","2.49","0.83","11.41","0.53","630"
"1630","G,U","6","Eligeth, Crossroads Augur // Kydele, Chosen of Kruphix","rare","Creature","0.49","0.34","0.35","0.13","0.02","0.46","629"
"1631","G","3","Quina, Qu Gourmet","uncommon","Creature","0.35","0.2","0.35","0.15","0.03","0.17","629"
"1632","R,G,W","7","Hazezon Tamar","rare","Creature","129.99","147.62","142.82","27.2","0.02","0.07","629"
"1633","R,W","4","Tajic, Blade of the Legion","rare","Creature","0.49","0.39","0.35","0.23","0.02","0.2","627"
"1634","U,R","3","Mm'menon, Uthros Exile","uncommon","Creature","0.35","0.2","0.35","0.12","0.03","0.06","626"
"1635","R,W,B","4","Sophina, Spearsage Deserter // Wernog, Rider's Chaplain","rare","Creature","0.49","0.46","0.35","0.2","0.7","0.07","626"
"1636","R,W","3","Théoden, King of Rohan","uncommon","Creature","0.35","0.2","0.21","0.08","0.03","0.25","626"
"1637","W","3","Lin Sivvi, Defiant Hero","rare","Creature","0.69","1.2","0.71","0.61","4.61","0.37","625"
"1638","G,W","4","Silk, Web Weaver","rare","Creature","0.49","0.49","0.54","0.28","0.01","0.45","625"
"1639","U,B,R","3","Ludevic, Necro-Alchemist // Vial Smasher the Fierce","mythic","Creature","2.29","1.5","2.14","2.24","1.97","0.24","623"
"1640","B,R,G","4","Tana, the Bloodsower // Tevesh Szat, Doom of Fools","mythic","Creature","5.49","4.88","4.99","3.46","1.74","0.86","620"
"1641","W,U","4","Haytham Kenway","rare","Creature","0.49","0.33","0.71","0.45","0.02","0.5","620"
"1642","R,G","4","Ulasht, the Hate Seed","rare","Creature","0.49","0.28","0.35","0.1","0.02","0.33","619"
"1643","B","5","Ob Nixilis of the Black Oath","rare","Planeswalker","0.49","0.58","0.54","0.43","0.39","0.22","619"
"1644","R","5","Syr Carah, the Bold","uncommon","Creature","0.35","0.25","0.21","0.12","0.03","0.6","618"
"1645","W","3","Linden, the Steadfast Queen","rare","Creature","0.59","0.37","0.54","0.28","0.02","0.28","617"
"1646","G,U","7","Tishana, Voice of Thunder","mythic","Creature","0.99","0.36","1.06","0.35","0.02","0.39","616"
"1647","G,U,R","3","The Thirteenth Doctor // Ryan Sinclair","mythic","Creature","0.99","0.42","0.71","1.61","","0.42","614"
"1648","B","4","Shadowheart, Dark Justiciar // Haunted One","rare","Creature","0.99","0.49","0.71","0.24","2.81","0.18","611"
"1649","U","3","Urza, Powerstone Prodigy","uncommon","Creature","0.35","0.2","0.21","0.08","0.03","0.32","611"
"1650","W,B","5","Ravos, Soultender // Tymna the Weaver","mythic","Creature","12.99","8.99","11.42","5.73","8.98","0.36","611"
"1651","W","3","Nadaar, Selfless Paladin","rare","Creature","0.69","0.44","0.54","0.53","0.02","0.05","610"
"1652","R,W","2","Keleth, Sunmane Familiar // Rograkh, Son of Rohgahh","uncommon","Creature","0.35","0.25","0.35","0.08","0.04","0.0","609"
"1653","B,G","4","Kagha, Shadow Archdruid","uncommon","Creature","0.35","0.2","0.35","0.1","1.54","0.31","605"
"1654","G","3","Rhonas the Indomitable","mythic","Creature","5.99","3.94","6.42","3.82","0.02","0.14","604"
"1655","R,G","4","The Space Family Goblinson","uncommon","Creature","0.35","0.2","0.21","0.13","","0.27","603"
"1656","B,R","6","Zagras, Thief of Heartbeats","rare","Creature","0.49","0.45","0.35","0.17","0.02","0.39","601"
"1657","R,W","3","Mila, Crafty Companion","mythic","Creature","1.49","1.14","1.42","1.95","0.02","0.42","601"
"1658","W","1","Isamaru, Hound of Konda","rare","Creature","1.99","0.93","1.78","0.73","0.02","0.44","601"
"1659","U","2","Kitsa, Otterball Elite","mythic","Creature","9.49","4.84","9.28","5.56","0.23","0.27","600"
"1660","U,R","5","Baeloth Barrityl, Entertainer // Clan Crafter","mythic","Creature","12.99","10.58","13.56","10.72","","0.48","599"
"1661","G,U","2","Zimone, Quandrix Prodigy","uncommon","Creature","0.35","0.25","0.35","0.22","0.03","0.28","599"
"1662","R,W","2","Reyav, Master Smith","uncommon","Creature","0.35","0.25","0.35","0.1","0.04","0.08","597"
"1663","R","2","Ivora, Insatiable Heir","uncommon","Creature","1.49","0.86","1.78","0.63","","0.13","596"
"1664","G","6","Multani, Maro-Sorcerer","rare","Creature","7.49","4.99","7.13","5.5","0.57","0.47","593"
"1665","W,U","4","Denry Klin, Editor in Chief","rare","Creature","2.49","1.9","2.49","0.55","","0.12","592"
"1666","W,U","2","Sygg, River Guide","rare","Creature","0.79","0.69","0.54","0.37","0.02","0.5","591"
"1667","G,U","7","Sin, Unending Cataclysm","rare","Creature","0.49","0.35","0.54","0.43","1.52","0.42","590"
"1668","U,B","4","Ertai Resurrected","rare","Creature","0.79","0.39","0.71","0.48","0.02","0.31","589"
"1669","W,U,B,R","4","Ishai, Ojutai Dragonspeaker // Vial Smasher the Fierce","mythic","Creature","3.99","5.51","4.28","2.66","0.84","0.59","588"
"1670","G,U,R","5","The Twelfth Doctor // Susan Foreman","rare","Creature","0.49","0.25","0.54","0.23","","0.44","586"
"1671","W,U","2","Urianger Augurelt","rare","Creature","0.49","0.25","0.35","0.25","0.61","0.2","584"
"1672","U","4","Sakashima the Impostor","rare","Creature","12.99","9.0","12.13","6.3","0.02","0.54","583"
"1673","B,R","3","Gut, True Soul Zealot // Haunted One","uncommon","Creature","0.35","0.2","0.35","0.13","7.72","0.07","582"
"1674","W","4","Heliod, God of the Sun","mythic","Creature","2.79","2.13","2.49","0.99","0.02","0.32","582"
"1675","U,R,W","4","Gnostro, Voice of the Crags","rare","Creature","0.49","0.25","0.35","0.15","0.03","0.27","581"
"1676","U,B,R","2","Francisco, Fowl Marauder // Kraum, Ludevic's Opus","rare","Creature","0.49","0.25","0.35","0.27","2.27","0.07","581"
"1677","W,B","3","Colonel Autumn","rare","Creature","0.49","0.34","0.54","0.25","0.9","0.71","580"
"1678","G,W","4","Sigarda, Champion of Light","mythic","Creature","1.29","0.54","1.42","0.79","0.02","0.5","580"
"1679","B,G","3","Akawalli, the Seething Tower","uncommon","Creature","0.35","0.2","0.21","0.08","0.03","0.0","580"
"1680","G","3","Varis, Silverymoon Ranger","rare","Creature","0.49","0.3","0.35","0.24","0.02","0.52","580"
"1681","W,U","3","Ardenn, Intrepid Archaeologist // Esior, Wardwing Familiar","uncommon","Creature","2.99","3.09","3.56","3.27","2.6","0.29","578"
"1682","W,U","3","Gwafa Hazid, Profiteer","rare","Creature","0.69","0.62","0.54","0.27","0.02","0.87","578"
"1683","G","4","Lily Bowen, Raging Grandma","rare","Creature","0.49","0.25","0.54","0.25","0.45","0.0","578"
"1684","G","12","Thrasta, Tempest's Roar","mythic","Creature","0.99","0.98","1.06","0.66","0.02","0.5","578"
"1685","U","5","Alrund, God of the Cosmos","mythic","Creature","1.29","0.52","0.71","0.65","0.02","0.0","576"
"1686","R,G","6","Gladiolus Amicitia","uncommon","Creature","0.35","0.22","0.35","0.08","0.03","0.25","574"
"1687","U,B","3","Ghost of Ramirez DePietro // Tormod, the Desecrator","uncommon","Creature","0.35","0.2","0.21","0.1","0.04","0.07","574"
"1688","G","4","Nylea, Keen-Eyed","mythic","Creature","9.99","7.27","7.85","3.86","0.02","0.16","574"
"1689","R,W","3","Ardenn, Intrepid Archaeologist // Kediss, Emberclaw Familiar","uncommon","Creature","2.99","3.09","3.56","3.27","2.6","0.29","573"
"1690","U,B","4","Sakashima of a Thousand Faces // Tormod, the Desecrator","mythic","Creature","44.99","32.0","46.41","30.03","13.91","0.9","573"
"1691","W","2","Tataru Taru","rare","Creature","8.99","6.3","9.28","5.57","5.85","0.43","572"
"1692","U,R,W","5","Akim, the Soaring Wind","mythic","Creature","0.99","0.5","0.71","0.45","0.44","0.13","570"
"1693","B","2","Jadar, Ghoulcaller of Nephalia","rare","Creature","8.99","5.19","9.99","4.92","0.02","0.21","570"
"1694","R","4","RMS Titanic","rare","Artifact","4.49","3.69","4.28","2.38","","0.12","570"
"1695","R,G","5","Thrakkus the Butcher","uncommon","Creature","0.69","0.25","0.71","0.19","","0.31","569"
"1696","G,U,R","2","Bjorna, Nightfall Alchemist // Elmar, Ulvenwald Informant","rare","Creature","0.69","0.49","0.54","0.22","0.63","0.33","569"
"1697","R","3","Subira, Tulzidi Caravanner","uncommon","Creature","0.39","0.25","0.21","0.14","0.02","0.07","568"
"1698","R,G,W,U","4","Ishai, Ojutai Dragonspeaker // Tana, the Bloodsower","mythic","Creature","3.99","5.51","4.28","2.66","0.84","0.59","567"
"1699","G,U","5","Roalesk, Apex Hybrid","mythic","Creature","0.99","0.49","0.71","0.47","0.02","0.33","567"
"1700","G,W","6","Dragonlord Dromoka","mythic","Creature","4.49","3.66","17.85","1.95","0.06","0.65","566"
"1701","W,U","3","Faramir, Steward of Gondor","rare","Creature","0.49","0.32","0.54","0.45","0.4","0.32","563"
"1702","G,W","3","King Darien XLVIII","rare","Creature","0.49","0.37","0.54","0.23","0.02","0.21","562"
"1703","R","3","Jeska, Thrice Reborn // Rograkh, Son of Rohgahh","mythic","Planeswalker","5.99","5.81","5.71","6.05","4.05","0.38","562"
"1704","W","3","The Seriema","rare","Artifact","0.99","1.04","1.42","0.3","0.03","0.37","561"
"1705","U,R","5","Zara, Renegade Recruiter","rare","Creature","0.49","0.25","0.35","0.27","1.75","0.37","561"
"1706","W,U","5","Isperia the Inscrutable","rare","Creature","0.49","0.46","0.35","0.18","0.02","0.12","561"
"1707","B,G","6","Izoni, Thousand-Eyed","rare","Creature","0.49","0.25","0.35","0.21","0.02","0.04","561"
"1708","B","5","Tivash, Gloom Summoner","rare","Creature","0.59","0.4","0.54","0.25","0.47","0.0","560"
"1709","G,W","6","Nazahn, Revered Bladesmith","mythic","Creature","1.49","1.6","1.42","","2.26","0.21","558"
"1710","B,R","5","Karlach, Fury of Avernus // Cultist of the Absolute","mythic","Creature","16.99","11.27","17.13","10.43","6.49","0.61","558"
"1711","U","2","Goldberry, River-Daughter","rare","Creature","0.69","0.74","0.71","0.41","0.02","0.21","558"
"1712","R,W","2","Akiri, Line-Slinger // Ardenn, Intrepid Archaeologist","rare","Creature","4.99","3.74","4.28","2.7","1.58","0.41","558"
"1713","U","3","Muzzio, Visionary Architect","mythic","Creature","0.99","0.43","0.71","0.61","0.03","0.36","557"
"1714","W,U","3","Hanna, Ship's Navigator","rare","Creature","0.49","0.42","0.35","0.18","0.02","0.18","555"
"1715","W,U","4","Sharae of Numbing Depths","uncommon","Creature","0.35","0.2","0.35","0.14","0.03","0.43","554"
"1716","W,U","4","Kangee, Aerie Keeper","rare","Creature","6.49","6.96","5.71","0.86","0.74","0.29","553"
"1717","W","3","Losheel, Clockwork Scholar","uncommon","Creature","2.49","1.72","2.85","0.95","0.74","0.24","553"
"1718","R,G","5","Ich-Tekik, Salvage Splicer // Toggo, Goblin Weaponsmith","uncommon","Creature","0.35","0.24","0.35","0.13","0.04","0.11","551"
"1719","W,U","3","Lavinia, Foil to Conspiracy","rare","Creature","0.79","0.5","0.71","0.9","0.56","0.0","550"
"1720","U","3","Callaphe, Beloved of the Sea","uncommon","Creature","0.35","0.25","0.21","0.09","0.03","0.22","550"
"1721","B","5","Ob Nixilis, the Fallen","mythic","Creature","6.49","5.36","7.13","3.59","0.02","0.61","549"
"1722","W","3","Brimaz, King of Oreskos","mythic","Creature","9.49","6.92","7.85","6.5","1.01","0.14","548"
"1723","B,R","7","The Dalek Emperor","rare","Creature","0.49","0.25","0.54","0.28","","0.25","548"
"1724","W,U","3","Wraith, Vicious Vigilante","uncommon","Creature","0.35","0.19","0.35","0.06","0.01","0.5","548"
"1725","B,R","5","Rankle and Torbran","rare","Creature","0.49","0.33","0.35","0.14","0.02","0.29","548"
"1726","U,R,W","4","The Face of Boe","rare","Creature","0.49","0.25","0.35","0.19","","0.75","546"
"1727","B","2","Tourach, Dread Cantor","mythic","Creature","0.99","0.6","1.42","0.99","0.09","0.56","546"
"1728","W","4","Michiko Konda, Truth Seeker","rare","Creature","8.49","4.95","7.85","3.45","0.02","0.87","546"
"1729","U,B","6","Wrexial, the Risen Deep","mythic","Creature","2.49","1.6","2.49","1.17","0.02","0.47","546"
"1730","U","4","God-Eternal Kefnet","mythic","Creature","2.99","2.3","2.85","1.68","0.02","0.31","546"
"1731","B,G","3","Jaheira, Friend of the Forest // Agent of the Iron Throne","rare","Creature","4.99","2.95","4.99","4.26","3.85","0.41","545"
"1732","B","3","Illuminor Szeras","rare","Creature","5.99","3.7","6.42","2.87","1.86","0.23","545"
"1733","W,B","2","Hildibrand Manderville","rare","Creature","0.49","0.25","0.35","0.38","1.07","0.29","544"
"1734","G","4","Renata, Called to the Hunt","uncommon","Creature","0.35","0.25","0.21","0.15","0.03","0.13","544"
"1735","R","4","Gogo, Mysterious Mime","rare","Creature","3.99","2.0","4.28","3.33","2.85","0.37","543"
"1736","G","8","Patron of the Orochi","rare","Creature","7.99","10.97","8.56","2.87","0.02","0.37","541"
"1737","G","2","Jolrael, Mwonvuli Recluse","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.17","541"
"1738","W","4","Kwende, Pride of Femeref","uncommon","Creature","0.35","0.2","0.21","0.07","0.03","0.14","540"
"1739","U,R,W","3","Ardenn, Intrepid Archaeologist // Kraum, Ludevic's Opus","uncommon","Creature","2.99","3.09","3.56","3.27","2.6","0.29","540"
"1740","U,B","2","Evie Frye // Jacob Frye","rare","Creature","0.79","0.35","1.06","0.45","0.02","0.63","539"
"1741","B,R","4","Kamber, the Plunderer // Laurine, the Diversion","rare","Creature","0.49","0.29","0.35","0.21","0.98","0.0","539"
"1742","R","5","Daretti, Rocketeer Engineer","rare","Creature","0.49","0.25","0.35","0.02","0.02","0.18","538"
"1743","B,G","2","Wilson, Refined Grizzly // Agent of the Shadow Thieves","uncommon","Creature","0.35","0.21","0.21","0.13","3.13","0.27","538"
"1744","W","3","Haliya, Guided by Light","rare","Creature","4.99","3.45","5.71","2.31","0.03","0.24","535"
"1745","G","7","Old Gnawbone","mythic","Creature","49.99","43.99","46.41","37.11","0.02","1.35","534"
"1746","W","2","Thalia, Guardian of Thraben","rare","Creature","0.49","0.5","0.71","0.55","0.02","1.02","533"
"1747","B,G","5","Enkira, Hostile Scavenger","mythic","Creature","1.29","0.74","1.42","1.25","0.02","0.1","532"
"1748","B","6","Ob Nixilis, Unshackled","rare","Creature","3.99","2.24","3.21","1.49","0.02","0.66","532"
"1749","W,B","5","Abdel Adrian, Gorion's Ward // Agent of the Iron Throne","uncommon","Creature","0.35","0.2","0.35","0.18","","0.26","532"
"1750","B,R","4","Burakos, Party Leader // Guild Artisan","mythic","Creature","0.99","1.0","1.42","1.17","1.22","0.28","532"
"1751","U,B","4","Rona, Sheoldred's Faithful","uncommon","Creature","0.35","0.19","0.21","0.03","0.03","0.1","531"
"1752","W,U","2","Temmet, Vizier of Naktamun","rare","Creature","0.49","0.32","0.35","0.14","0.02","0.23","528"
"1753","G,U","8","Brinelin, the Moon Kraken // Gilanra, Caller of Wirewood","uncommon","Creature","0.35","0.24","0.35","0.12","0.04","0.3","527"
"1754","W,B,G","5","Ikra Shidiqi, the Usurper // Sidar Kondo of Jamuraa","mythic","Creature","0.99","0.5","1.06","0.36","2.08","0.3","527"
"1755","W,U","5","SP//dr, Piloted by Peni","uncommon","Creature","0.35","0.2","0.21","0.07","0.01","0.32","523"
"1756","R,W","3","Moira Brown, Guide Author","rare","Creature","0.49","0.25","0.35","0.18","0.31","0.12","520"
"1757","Colorless","9","Kozilek, the Broken Reality","mythic","Creature","6.99","5.0","7.13","3.87","0.02","0.87","519"
"1758","B,G","8","Sisters of Stone Death","rare","Creature","0.99","0.69","0.71","0.44","0.02","0.16","518"
"1759","B,R","7","Bladewing the Risen","uncommon","Creature","1.99","1.24","1.78","0.85","0.02","0.36","516"
"1760","W,B","4","Neva, Stalked by Nightmares","uncommon","Creature","0.35","0.2","0.21","0.11","0.03","0.14","516"
"1761","W,U","6","Medomai the Ageless","mythic","Creature","3.49","1.63","3.21","1.93","0.02","1.15","515"
"1762","W,B,G","8","Kamahl, Heart of Krosa // Tymna the Weaver","mythic","Creature","5.49","3.44","4.99","3.88","6.33","0.35","515"
"1763","B","6","Timothar, Baron of Bats","mythic","Creature","0.99","0.26","0.71","0.25","0.25","0.15","514"
"1764","W,U","3","Tidus, Blitzball Star","uncommon","Creature","0.35","0.2","0.21","0.07","0.03","0.38","514"
"1765","B","2","Sidisi, Regent of the Mire","rare","Creature","0.49","0.35","0.35","0.3","0.02","0.17","514"
"1766","G","6","Kamahl, Fist of Krosa","mythic","Creature","0.99","0.71","1.06","0.64","0.51","0.35","514"
"1767","U,B,R","5","Kraum, Ludevic's Opus // Vial Smasher the Fierce","rare","Creature","7.99","5.77","6.42","2.86","0.4","0.67","511"
