"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"886","W","4","Greymond, Avacyn's Stalwart","mythic","Creature","54.99","47.66","67.97","44.65","0.31","0.88","49"
"887","G,U,R","3","The Thirteenth Doctor // Yasmin Khan","mythic","Creature","0.99","0.42","0.71","1.61","","0.42","49"
"888","B,R","7","The Balrog, Durin's Bane","rare","Creature","0.49","0.4","0.54","0.62","0.02","0.43","49"
"889","R,G","5","Vrondiss, Rage of Ancients","mythic","Creature","0.99","0.66","1.07","0.7","","0.76","49"
"890","B,G","7","Agent Frank Horrigan","rare","Creature","1.29","0.79","1.42","0.53","1.03","0.3","48"
"891","R,W","3","Queen Kayla bin-Kroog","rare","Creature","0.49","0.25","0.35","0.07","0.02","0.28","48"
"892","R,G","4","Stangg, Echo Warrior","rare","Creature","0.49","0.39","0.35","0.2","0.02","0.42","48"
"893","G,W","4","Captain Sisay","rare","Creature","15.99","16.5","15.02","11.9","1.29","0.95","48"
"894","U,B","3","Gale, Waterdeep Prodigy // Scion of Halaster","rare","Creature","0.49","0.3","0.35","0.29","","0.21","48"
"895","G,U,R","8","Ureni, the Song Unending","mythic","Creature","2.79","1.99","2.5","2.58","0.12","0.49","48"
"896","U","4","Cynette, Jelly Drover","uncommon","Creature","0.39","0.36","0.35","0.23","0.61","0.18","48"
"897","W,U,B","4","Bane, Lord of Darkness","rare","Creature","0.49","0.25","0.35","0.15","","0.2","48"
"898","W,U,B,R,G","5","Sliver Queen","rare","Creature","299.99","299.99","339.89","159.65","0.03","0.98","48"
"899","B,G","4","The Most Dangerous Gamer","rare","Creature","0.49","0.25","0.35","0.18","","0.45","47"
"900","G,W","3","Gylwain, Casting Director","mythic","Creature","0.99","0.32","0.71","0.36","1.54","0.38","47"
"901","U","3","Fblthp, Lost on the Range","rare","Creature","0.69","0.33","0.71","0.23","0.02","0.15","47"
"902","R","4","Delina, Wild Mage","rare","Creature","9.49","5.72","8.58","7.99","0.02","0.36","47"
"903","R,G","6","Phylath, World Sculptor","rare","Creature","0.49","0.35","0.54","0.14","0.02","0.17","47"
"904","B","5","Zodiark, Umbral God","rare","Creature","0.49","0.68","0.54","0.46","0.02","0.68","47"
"905","W,U,B","3","Sydri, Galvanic Genius","mythic","Creature","0.99","0.92","0.71","0.74","0.02","0.09","47"
"906","R,W","5","Hofri Ghostforge","mythic","Creature","0.99","0.83","1.07","1.14","0.02","0.53","47"
"907","W,B","3","Kambal, Consul of Allocation","rare","Creature","10.99","7.25","10.73","5.31","0.02","0.83","47"
"908","B,R,G","3","Reyhan, Last of the Abzan // Rograkh, Son of Rohgahh","rare","Creature","14.99","11.98","10.73","4.89","13.24","0.61","47"
"909","W","7","Sephara, Sky's Blade","rare","Creature","4.49","2.99","4.29","1.04","0.02","0.46","47"
"910","R,G,W","4","Mazzy, Truesword Paladin","rare","Creature","0.49","0.25","0.35","0.13","","0.35","46"
"911","B","5","Chainer, Dementia Master","rare","Creature","0.49","0.3","0.35","0.15","0.02","0.45","46"
"912","U","4","Alandra, Sky Dreamer","rare","Creature","0.49","0.62","0.54","1.11","5.01","0.16","46"
"913","B,R","2","Kroxa, Titan of Death's Hunger","mythic","Creature","3.99","2.62","3.57","2.54","0.26","0.62","46"
"914","W,U,B,R,G","5","General Tazri","mythic","Creature","1.49","2.07","1.42","0.54","0.02","0.36","46"
"915","R,W","0.0","Rograkh, Son of Rohgahh // Yoshimaru, Ever Faithful","uncommon","Creature","2.49","1.35","2.5","1.31","1.27","0.66","46"
"916","W","3","Arahbo, the First Fang","rare","Creature","0.99","0.89","1.07","0.56","0.02","0.22","46"
"917","U,B","4","Sivitri, Dragon Master","mythic","Planeswalker","3.49","6.82","2.86","1.91","1.35","0.43","46"
"918","W","3","Haliya, Guided by Light","rare","Creature","4.99","3.45","5.72","2.31","0.03","0.24","46"
"919","W,U","4","Ephara, God of the Polis","mythic","Creature","6.49","2.99","5.0","3.44","0.02","0.0","46"
"920","B,R,G","4","Mr. Orfeo, the Boulder","uncommon","Creature","0.35","0.2","0.35","0.1","0.03","0.26","46"
"921","R,W","3","Mog, Moogle Warrior","rare","Creature","0.49","0.25","0.54","0.19","1.71","0.45","45"
"922","W,U","3","Lyse Hext","rare","Creature","0.69","0.3","0.71","0.5","2.12","0.32","45"
"923","R,G","3","Balthier and Fran","rare","Creature","0.49","0.26","0.35","0.15","0.02","0.2","45"
"924","U","3","Neerdiv, Devious Diver","rare","Creature","3.99","3.45","4.29","2.55","2.44","0.37","45"
"925","R,G","2","Radha, Heir to Keld","uncommon","Creature","0.35","0.25","0.21","0.11","0.02","0.6","45"
"926","W,U","3","Kotori, Pilot Prodigy","mythic","Creature","0.99","0.5","1.07","0.02","5.07","0.33","45"
"927","W,U,B,R,G","3","Tazri, Stalwart Survivor","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.35","45"
"928","U,B,R","6","Sedris, the Traitor King","mythic","Creature","0.99","0.89","0.71","0.63","0.02","0.35","45"
"929","U,B","6","Oona, Queen of the Fae","rare","Creature","0.69","0.49","0.71","0.28","0.02","0.5","44"
"930","G,W","5","Sigarda, Host of Herons","mythic","Creature","1.49","1.0","1.78","0.7","0.02","0.0","44"
"931","G,W,U","5","Ellie and Alan, Paleontologists","rare","Creature","2.99","2.65","2.86","2.11","0.33","0.73","44"
"932","G,U,R","5","Surrak Dragonclaw","mythic","Creature","3.99","3.24","3.57","1.86","0.02","0.3","44"
"933","B,R,G","3","Abby, Merciless Soldier // Ellie, Vengeful Hunter","mythic","Creature","","","","","","0","44"
"934","G,U","4","Jolrael, Voice of Zhalfir","rare","Creature","0.49","0.25","0.35","0.16","0.02","0.14","44"
"935","B","3","Varragoth, Bloodsky Sire","rare","Creature","3.99","2.24","2.86","2.67","0.02","0.42","44"
"936","Colorless","5","Dawnsire, Sunstar Dreadnought","mythic","Artifact","8.99","6.85","8.58","2.56","0.09","0.58","44"
"937","U,B","4","Emet-Selch of the Third Seat","rare","Creature","0.99","0.45","1.42","0.66","2.23","0.3","44"
"938","G,W,U","3","Katara, the Fearless","rare","Creature","0.79","16.89","85.86","","","0","44"
"939","R,G","7","Klauth, Unrivaled Ancient","mythic","Creature","17.99","14.2","17.88","16.62","7.55","0.66","44"
"940","U,B","2","Satoru, the Infiltrator","rare","Creature","0.99","0.5","1.07","0.93","0.09","0.24","44"
"941","B","7","Phage the Untouchable","mythic","Creature","9.49","9.68","7.15","4.64","0.02","0.83","44"
"942","W,U,B","3","Ratonhnhaké꞉ton","rare","Creature","0.49","0.32","","0.35","0.02","0.61","44"
"943","G,W","3","Trostani, Three Whispers","mythic","Creature","0.99","0.5","1.07","0.33","0.02","0.11","44"
"944","B,R","4","Akul the Unrepentant","rare","Creature","0.49","0.27","0.35","0.17","0.02","0.45","44"
"945","W","3","The Seriema","rare","Artifact","0.99","1.04","1.42","0.3","0.03","0.37","44"
"946","W,U,B,R,G","4","Cecily, Haunted Mage // Othelm, Sigardian Outcast","rare","Creature","0.69","0.5","0.71","0.21","1.18","0.73","43"
"947","U,R","2","Red Death, Shipwrecker","rare","Creature","0.49","0.3","0.54","0.22","0.65","0.06","43"
"948","U","4","Arcum Dagsson","mythic","Creature","15.99","13.27","15.02","8.19","0.02","1.0","43"
"949","W","4","Thurid, Mare of Destiny","mythic","Creature","7.49","5.45","7.86","5.09","2.01","0.11","43"
"950","G,U","4","Rashmi, Eternities Crafter","mythic","Creature","0.99","0.34","0.71","0.3","0.02","0.25","43"
"951","G","3","Yisan, the Wanderer Bard","rare","Creature","0.49","0.32","0.35","0.14","0.02","0.14","43"
"952","R","6","Calamity, Galloping Inferno","rare","Creature","0.49","0.28","0.35","0.15","0.02","0.48","43"
"953","R,G,W","6","Eivor, Wolf-Kissed","mythic","Creature","1.99","1.64","2.5","1.9","0.02","0.6","43"
"954","B","3","Acererak the Archlich","mythic","Creature","3.49","2.0","3.21","4.13","0.1","0.83","43"
"955","G,U","4","Elrond, Master of Healing","rare","Creature","0.49","0.27","0.54","0.3","0.02","0.27","43"
"956","G,W","2","Trelasarra, Moon Dancer","uncommon","Creature","0.39","0.25","0.54","0.25","0.03","0.45","43"
"957","U,R","3","Mm'menon, Uthros Exile","uncommon","Creature","0.35","0.2","0.35","0.1","0.03","0.06","43"
"958","G","4","Toski, Bearer of Secrets","rare","Creature","3.49","1.77","2.5","2.98","0.02","0.47","42"
"959","G,W,U","4","Perrie, the Pulverizer","mythic","Creature","0.99","0.49","0.71","0.04","","0.4","42"
"960","W,U,B,R,G","6","O-Kagachi, Vengeful Kami","mythic","Creature","1.29","0.93","1.07","0.53","2.73","0.33","42"
"961","B,G","4","Vanille, Cheerful l'Cie","uncommon","Creature","0.35","0.2","0.35","0.08","0.03","0.15","42"
"962","G,U","8","Jadzi, Oracle of Arcavios","mythic","Creature","0.99","0.63","0.71","0.57","0.02","0.61","42"
"963","W","2","Oswald Fiddlebender","rare","Creature","2.79","1.0","2.86","1.29","0.02","0.47","42"
"964","W,B,G","3","Reyhan, Last of the Abzan // Yoshimaru, Ever Faithful","rare","Creature","14.99","11.98","10.73","4.89","13.24","0.61","42"
"965","U,B,R","7","Thraximundar","rare","Creature","0.69","0.86","0.54","0.46","0.02","0.84","42"
"966","W,B","4","Felisa, Fang of Silverquill","mythic","Creature","1.29","0.93","1.42","0.1","2.64","0.16","42"
"967","W,B","3","Daxos the Returned","mythic","Creature","9.49","6.7","7.15","0.35","4.83","0.24","42"
"968","G","7","Fangorn, Tree Shepherd","rare","Creature","0.49","0.25","0.35","0.21","0.02","0.86","42"
"969","U,R,W","4","Ruhan of the Fomori","mythic","Creature","2.29","2.68","2.14","0.5","0.18","0.42","42"
"970","R","4","Ib Halfheart, Goblin Tactician","rare","Creature","0.69","0.74","0.71","0.53","0.02","0.13","42"
"971","W,B","2","Bartolomé del Presidio","uncommon","Creature","0.35","0.21","0.35","0.08","0.03","0.18","42"
"972","B,G","3","Abomination of Llanowar","uncommon","Creature","0.35","0.25","0.35","0.11","0.04","0.35","42"
"973","R,W,B","3","Squall, Gunblade Duelist","rare","Creature","","69.99","","","","0","42"
"974","G,W,U","3","Gorion, Wise Mentor","rare","Creature","0.49","0.25","0.35","0.15","0.23","0.38","41"
"975","W,U,B,R,G","5","Sliver Gravemother","mythic","Creature","14.99","18.51","20.74","12.32","1.72","1.11","41"
"976","W","4","Preston, the Vanisher","rare","Creature","20.99","17.0","20.74","15.92","","0.36","41"
"977","U,R,W","3","Narset, Jeskai Waymaster","rare","Creature","0.49","0.28","0.35","0.16","0.09","0.23","41"
"978","R,W","4","Raiyuu, Storm's Edge","rare","Creature","0.49","0.32","0.35","0.2","0.02","0.23","41"
"979","B,R","3","Mahadi, Emporium Master","uncommon","Creature","0.79","0.26","1.07","0.44","6.58","0.32","41"
"980","R,G","3","Klothys, God of Destiny","mythic","Creature","1.49","1.35","1.42","1.99","0.02","0.27","41"
"981","B","5","Aclazotz, Deepest Betrayal","mythic","Creature","8.49","5.67","9.3","6.3","0.3","0.71","41"
"982","R,G","5","Wulfgar of Icewind Dale","rare","Creature","11.99","7.78","13.59","7.22","","0.21","41"
"983","G","6","Titania, Nature's Force","mythic","Creature","1.79","1.0","2.14","1.44","1.42","0.39","41"
"984","R,G","2","Rydia, Summoner of Mist","uncommon","Creature","0.35","0.24","0.35","0.13","0.03","0.31","41"
"985","U,R","2","Balmor, Battlemage Captain","uncommon","Creature","0.35","0.2","0.35","0.07","0.03","0.25","41"
"986","B","5","Alpharael, Stonechosen","mythic","Creature","0.99","0.64","1.07","0.02","0.02","0.55","41"
"987","B","3","Taborax, Hope's Demise","uncommon","Creature","0.35","0.25","0.35","0.13","0.02","0.0","41"
"988","G","2","Shigeki, Jukai Visionary","rare","Creature","0.69","0.29","0.54","0.19","0.02","0.18","41"
"989","W,B","3","Nalia de'Arnise","mythic","Creature","0.99","0.52","1.07","0.25","0.59","0.0","41"
"990","G","3","Kodama of the West Tree","mythic","Creature","18.99","15.75","19.31","11.12","0.02","0.67","40"
"991","G,W","6","Byrke, Long Ear of the Law","mythic","Creature","3.99","3.3","4.29","","","0.29","40"
"992","R,W","2","Ajani, Nacatl Pariah","mythic","Creature","9.99","8.78","11.44","10.21","6.95","0.35","40"
"993","B","3","Maralen of the Mornsong","rare","Creature","27.99","25.37","24.32","9.75","0.02","1.06","40"
"994","W,U","8","Absolute Virtue","mythic","Creature","5.49","4.0","5.0","3.01","0.07","0.74","40"
"995","B,G","4","Cleopatra, Exiled Pharaoh","mythic","Creature","2.49","1.25","2.86","1.98","0.02","0.27","40"
"996","W,U,B,R,G","5","Atogatog","rare","Creature","2.49","1.17","2.5","0.72","0.02","0.26","40"
"997","B,R","2","Zoyowa Lava-Tongue","uncommon","Creature","0.35","0.2","0.21","0.09","0.03","0.63","40"
"998","W,U,B","4","Inquisitor Greyfax","mythic","Creature","0.99","0.62","1.07","2.98","0.9","0.06","40"
"999","U,R","2","Kaza, Roil Chaser","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.58","40"
"1000","R,G","3","Scarlet Spider, Ben Reilly","rare","Creature","0.49","0.81","1.07","0.39","0.01","0.44","40"
"1001","R,W,B","3","Ghen, Arcanum Weaver","rare","Creature","0.49","0.41","0.35","0.21","1.04","0.29","40"
"1002","R,G","4","Mina and Denn, Wildborn","rare","Creature","2.49","1.1","2.5","0.81","0.02","0.26","40"
"1003","B","5","Endrek Sahr, Master Breeder","rare","Creature","2.29","1.2","2.5","0.64","0.02","0.27","40"
"1004","B,G","3","Vraska, the Silencer","mythic","Creature","1.79","0.77","1.42","1.42","0.03","0.46","40"
"1005","R,G","4","Neyith of the Dire Hunt","rare","Creature","7.99","5.28","7.86","8.89","0.97","0.33","39"
"1006","Colorless","4","The Regalia","rare","Artifact","1.49","1.87","1.42","0.67","0.02","0.29","39"
"1007","W,U,B","6","Dakkon Blackblade","rare","Creature","0.79","1.25","0.71","0.9","0.03","0.36","39"
"1008","W,B","3","Victor, Valgavoth's Seneschal","rare","Creature","0.49","0.28","0.35","0.19","0.02","0.3","39"
"1009","U","2","Taigam, Master Opportunist","mythic","Creature","1.79","1.2","1.42","0.76","0.26","0.39","39"
"1010","W,U,B","4","Soundwave, Sonic Spy","mythic","Creature","0.99","1.18","1.42","0.57","3.33","0.65","39"
"1011","R,W","2","Arbaaz Mir","uncommon","Creature","0.35","0.23","0.35","0.17","0.05","0.3","39"
"1012","R,G,W","6","Havi, the All-Father","rare","Creature","0.49","0.39","0.54","0.35","0.02","0.55","39"
"1013","R,G","5","Thromok the Insatiable","mythic","Creature","1.99","2.63","1.78","0.81","0.11","0.25","39"
"1014","R","3","Auntie Blyte, Bad Influence","mythic","Creature","5.49","3.15","6.43","2.62","","0.43","39"
"1015","W","4","Mondrak, Glory Dominus","mythic","Creature","39.99","34.04","42.93","27.89","0.38","1.07","39"
"1016","W,U,B","3","Toluz, Clever Conductor","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.0","39"
"1017","W","7","Elesh Norn, Grand Cenobite","mythic","Creature","16.99","14.42","20.03","13.67","0.03","1.74","39"
"1018","R,W,B","0.0","Rograkh, Son of Rohgahh // Tymna the Weaver","uncommon","Creature","2.49","1.35","2.5","1.31","1.27","0.66","39"
"1019","U,R","5","Gandalf the Grey","rare","Creature","0.49","0.4","0.35","0.31","0.02","0.23","38"
"1020","R,G,W","5","Preston Garvey, Minuteman","mythic","Creature","0.99","0.28","1.07","0.15","1.04","0.71","38"
"1021","G","4","Nissa, Worldsoul Speaker","rare","Creature","0.49","0.25","0.35","0.25","0.67","0.27","38"
"1022","G,U","4","Galadriel, Elven-Queen","mythic","Creature","0.99","0.25","0.71","0.34","0.41","0.35","38"
"1023","B","1","Tinybones, the Pickpocket","mythic","Creature","7.99","5.0","7.15","3.84","0.3","0.52","38"
"1024","B,R,G","4","Shattergang Brothers","rare","Creature","0.49","0.35","0.35","0.18","0.03","0.57","38"
"1025","G,U","2","The Goose Mother","rare","Creature","1.49","0.83","1.78","0.67","0.02","0.2","38"
"1026","G,W","4","Leinore, Autumn Sovereign","mythic","Creature","0.99","0.61","1.07","0.19","2.37","0.35","38"
"1027","R","2","Ashling the Pilgrim","rare","Creature","0.49","0.28","0.35","0.14","0.02","0.81","38"
"1028","W,B","3","Verrak, Warped Sengir","rare","Creature","1.29","0.58","1.07","0.34","0.49","0.07","38"
"1029","U,B","3","Symbiote Spider-Man","rare","Creature","0.49","0.71","0.54","0.42","0.2","0.38","37"
"1030","U","6","Unesh, Criosphinx Sovereign","mythic","Creature","1.99","0.9","1.78","0.79","0.02","0.52","37"
"1031","U","4","Charix, the Raging Isle","rare","Creature","0.49","0.4","0.35","0.3","0.02","0.24","37"
"1032","B","4","Horobi, Death's Wail","rare","Creature","0.49","0.4","0.35","0.2","0.02","0.86","37"
"1033","W,B","2","Ayli, Eternal Pilgrim","rare","Creature","0.49","0.4","0.54","0.43","0.02","0.5","37"
"1034","G","3","Kosei, Penitent Warlord","rare","Creature","0.49","0.3","0.35","0.18","0.9","0.05","37"
"1035","B","1","Ashnod, Flesh Mechanist","rare","Creature","0.49","0.3","0.35","0.23","0.02","0.07","37"
"1036","U,R","2","Saheeli, the Sun's Brilliance","mythic","Creature","0.99","0.75","1.42","0.89","0.02","0.34","37"
"1037","R","3","Zo-Zu the Punisher","rare","Creature","17.99","11.48","17.17","10.01","0.02","0.78","37"
"1038","W,U,B","7","Chromium, the Mutable","mythic","Creature","1.29","0.69","0.71","0.64","0.02","0.0","37"
"1039","W","3","Venat, Heart of Hydaelyn","rare","Creature","0.99","1.18","0.71","0.69","0.02","0.21","37"
"1040","W","6","Ojer Taq, Deepest Foundation","mythic","Creature","32.99","24.91","32.19","20.76","0.21","0.98","37"
"1041","U,R","3","Lilah, Undefeated Slickshot","rare","Creature","0.49","0.25","0.35","0.16","0.02","0.47","37"
"1042","G,U","5","Momir Vig, Simic Visionary","rare","Creature","0.49","0.41","0.35","0.23","0.02","0.43","37"
"1043","U,R","3","Bohn, Beguiling Balladeer","rare","Creature","14.99","20.3","12.87","5.55","","0.12","37"
"1044","W,U","5","Inniaz, the Gale Force","rare","Creature","0.49","0.35","0.35","0.31","0.14","0.61","37"
"1045","W,U,B,R,G","5","Niv-Mizzet, Supreme","rare","Creature","0.49","0.38","0.54","0.3","0.02","0.41","37"
"1046","B","6","Mikaeus, the Unhallowed","mythic","Creature","14.99","10.88","12.16","10.21","0.02","0.85","37"
"1047","B","5","Fandaniel, Telophoroi Ascian","rare","Creature","0.79","0.36","1.07","0.71","2.07","0.42","37"
"1048","U,R,W","5","Zurgo and Ojutai","mythic","Creature","0.99","1.08","1.07","1.16","0.02","0.27","36"
"1049","B,R","3","Olivia, Mobilized for War","mythic","Creature","1.29","0.95","1.42","1.11","0.02","0.0","36"
"1050","U,R,W","5","The Archimandrite","rare","Creature","0.49","0.35","0.35","0.14","0.28","0.31","36"
"1051","R,G","4","Hansk, Slayer Zealot","mythic","Creature","2.99","1.31","2.86","1.41","0.02","0.38","36"
"1052","R,W,B","6","Kroxa and Kunoros","mythic","Creature","0.99","0.49","0.71","0.3","0.02","0.41","36"
"1053","B,R,G","5","Bhaal, Lord of Murder","rare","Creature","0.49","0.25","0.35","0.17","2.18","0.4","36"
"1054","W,U,B,R,G","5","Heroes in a Half Shell","mythic","Creature","","45.0","","","","0","36"
"1055","R,G,W","5","Samut, Voice of Dissent","mythic","Creature","2.99","1.9","2.86","2.16","0.02","0.0","36"
"1056","G","4","Radagast the Brown","mythic","Creature","1.79","0.75","1.42","0.92","0.02","0.46","36"
"1057","G,U","4","Ezuri, Stalker of Spheres","rare","Creature","0.79","0.57","0.71","0.27","0.02","0.39","36"
"1058","G,U","3","Slogurk, the Overslime","rare","Creature","0.49","0.43","0.35","0.29","0.02","0.44","36"
"1059","G","5","Ojer Kaslem, Deepest Growth","mythic","Creature","7.49","3.93","7.86","4.78","0.02","0.54","36"
"1060","G,W","4","Emiel the Blessed","mythic","Creature","6.99","5.25","6.43","3.75","1.1","0.62","36"
"1061","B","6","Mortarion, Daemon Primarch","rare","Creature","0.49","0.59","0.54","0.31","0.68","0.27","36"
"1062","R,G","4","General Marhault Elsdragon","uncommon","Creature","0.69","0.33","0.54","0.11","0.04","0.1","36"
"1063","B,G","2","Chevill, Bane of Monsters","mythic","Creature","1.79","1.06","2.14","1.47","0.02","0.26","36"
"1064","G,U,R","5","The Tenth Doctor // Susan Foreman","mythic","Creature","0.99","0.49","0.71","3.02","","0.67","36"
"1065","G,U","4","Prime Speaker Vannifar","mythic","Creature","1.99","1.69","2.14","1.69","0.02","0.5","36"
"1066","G,U","3","Gor Muldrak, Amphinologist","rare","Creature","0.49","0.27","0.35","0.02","0.86","0.14","36"
"1067","R,G,W","6","Rith, the Awakener","rare","Creature","0.49","0.34","0.35","0.15","0.03","0.0","36"
"1068","B","2","Gollum, Obsessed Stalker","rare","Creature","0.49","0.34","0.54","0.42","1.81","0.44","36"
"1069","R,W","3","Akiri, Fearless Voyager","uncommon","Creature","0.79","0.75","0.71","0.39","0.02","0.09","36"
"1070","W","3","Rune-Tail, Kitsune Ascendant","rare","Creature","4.49","3.58","1.42","1.07","0.02","0.71","36"
"1071","U","2","Malcolm, Alluring Scoundrel","rare","Creature","2.79","0.69","2.5","0.94","0.02","0.33","35"
"1072","G,W,U,B","4","Ishai, Ojutai Dragonspeaker // Reyhan, Last of the Abzan","mythic","Creature","3.99","5.51","4.29","2.56","0.84","0.59","35"
"1073","B","6","Kokusho, the Evening Star","rare","Creature","32.99","20.67","27.18","13.69","0.02","0.58","35"
"1074","W,U,B,R,G","5","Jegantha, the Wellspring","rare","Creature","0.49","0.54","0.54","0.47","0.02","0.27","35"
"1075","G,U","4","Jyoti, Moag Ancient","mythic","Creature","0.99","0.25","0.71","0.1","0.02","0.2","35"
"1076","W,U,B,R","2","Akiri, Line-Slinger // Silas Renn, Seeker Adept","rare","Creature","4.99","3.74","4.29","2.7","1.58","0.41","35"
"1077","B,G","2","Wilson, Refined Grizzly // Agent of the Shadow Thieves","uncommon","Creature","0.35","0.2","0.21","0.13","3.13","0.27","35"
"1078","U","7","Jin-Gitaxias, Progress Tyrant","mythic","Creature","9.49","6.5","10.01","0.02","0.03","2.22","35"
"1079","G,W","3","Bess, Soul Nourisher","rare","Creature","0.79","0.5","0.71","0.34","0.74","0.23","35"
"1080","B,R","4","Syrix, Carrier of the Flame","rare","Creature","0.49","0.35","0.35","0.24","1.07","0.86","35"
"1081","W,U","4","Cid, Timeless Artificer","uncommon","Creature","2.99","3.75","3.21","3.45","0.08","0.35","35"
"1082","G,W,U","3","Lagrella, the Magpie","uncommon","Creature","0.35","0.2","0.21","0.08","0.03","0.3","35"
"1083","B,R,G","8","Korvold, Gleeful Glutton","mythic","Creature","0.99","0.55","1.07","1.28","0.17","0.32","35"
"1084","W","4","Teshar, Ancestor's Apostle","uncommon","Creature","0.49","0.27","0.35","0.11","0.02","0.37","35"
"1085","W","5","Minwu, White Mage","rare","Creature","0.49","0.39","0.35","0.22","0.02","0.46","35"
"1086","R,W","5","Shadowfax, Lord of Horses","uncommon","Creature","0.35","0.2","0.21","0.09","0.03","0.33","35"
"1087","G","3","Nissa, Resurgent Animist","mythic","Creature","27.99","19.96","32.19","22.8","0.07","0.56","35"
"1088","B,R,G","3","Ellie, Vengeful Hunter // Joel, Resolute Survivor","mythic","Creature","","","","","","0","35"
"1089","R,G,W","4","Kirri, Talented Sprout","mythic","Creature","0.99","0.35","0.71","0.23","1.29","0.06","35"
"1090","B","5","Massacre Girl","rare","Creature","0.69","0.34","0.54","0.2","0.02","0.59","35"
"1091","B,G","3","Varolz, the Scar-Striped","rare","Creature","0.49","0.5","0.35","0.39","0.02","0.3","35"
"1092","G,W,U","4","Alistair, the Brigadier","rare","Creature","0.49","0.25","0.35","0.26","","0.0","35"
"1093","G,W,U","4","The Fourth Doctor // Sarah Jane Smith","mythic","Creature","0.99","0.35","0.71","0.6","","0.67","34"
"1094","B","6","Trazyn the Infinite","rare","Creature","0.99","0.69","1.07","0.39","1.22","0.56","34"
"1095","W,B","2","MacCready, Lamplight Mayor","rare","Creature","5.49","2.07","6.43","3.91","1.46","0.41","34"
"1096","U,B","2","Venser, Corpse Puppet","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.24","34"
"1097","G,W","3","Polukranos Reborn","rare","Creature","0.49","0.42","0.35","0.32","0.02","0.37","34"
"1098","U,R","5","Melek, Reforged Researcher","mythic","Creature","0.69","0.75","0.54","","","0.29","34"
"1099","U","4","Thassa, Deep-Dwelling","mythic","Creature","32.99","22.76","32.19","15.87","0.02","0.5","34"
"1100","U,R","2","Wyll, Blade of Frontiers // Sword Coast Sailor","rare","Creature","0.59","0.4","0.71","0.29","1.32","0.1","34"
"1101","R","4","Orthion, Hero of Lavabrink","rare","Creature","7.49","4.75","8.58","5.91","0.02","0.36","34"
"1102","G","5","Grothama, All-Devouring","mythic","Creature","0.99","0.29","0.71","0.35","1.38","0.38","34"
"1103","R","3","Krenko, Tin Street Kingpin","rare","Creature","2.99","1.75","2.86","0.89","0.02","0.42","34"
"1104","R","5","Purphoros, Bronze-Blooded","mythic","Creature","4.49","2.99","4.29","1.84","0.02","0.54","34"
"1105","U,R","3","Sarkhan, Soul Aflame","mythic","Creature","1.99","1.53","2.14","0.84","0.02","0.27","34"
"1106","B,G","4","Aveline de Grandpré","rare","Creature","1.29","0.35","1.07","0.4","0.02","0.41","34"
"1107","U,R","4","Saheeli, the Gifted","mythic","Planeswalker","2.99","2.09","2.86","","2.25","0.06","34"
"1108","R,G","4","Rosheen, Roaring Prophet","rare","Creature","0.49","0.25","0.35","0.07","0.02","0.0","34"
"1109","G,U,R","5","Me, the Immortal","rare","Creature","0.49","0.25","0.35","0.36","","0.71","34"
"1110","G,U,R","3","Yasova Dragonclaw","rare","Creature","0.49","0.33","0.35","0.19","0.02","0.31","34"
"1111","W","1","Stiltzkin, Moogle Merchant","rare","Creature","0.49","0.38","0.35","0.31","0.02","0.28","34"
"1112","G,W,U","3","Shanna, Purifying Blade","mythic","Creature","0.99","0.44","0.71","0.42","0.02","0.36","34"
"1113","B","3","Kain, Traitorous Dragoon","rare","Creature","0.49","0.29","0.35","0.19","0.02","0.43","34"
"1114","G,W,U","3","Katilda and Lier","mythic","Creature","0.99","0.5","1.07","0.22","2.04","0.07","34"
"1115","U,R,W","3","Saint Traft and Rem Karolus","mythic","Creature","0.99","0.32","0.71","0.18","2.16","0.38","34"
"1116","W,B","2","Shay Cormac","uncommon","Creature","0.35","0.25","0.35","0.11","0.18","0.57","33"
"1117","G","3","Titania, Voice of Gaea","mythic","Creature","11.99","7.0","12.16","7.22","0.19","0.17","33"
"1118","G,W","3","Torens, Fist of the Angels","rare","Creature","0.59","0.35","0.54","0.25","0.02","0.27","33"
"1119","Colorless","2","Marvin, Murderous Mimic","rare","Creature","3.99","2.6","4.29","0.67","0.02","0.47","33"
"1120","W,B","3","Commissar Severina Raine","rare","Creature","29.99","19.99","25.04","15.7","0.63","0.37","33"
"1121","B","4","Fumulus, the Infestation","rare","Creature","7.99","5.57","8.58","4.89","3.71","0.32","33"
"1122","U,R","4","Zaffai, Thunder Conductor","mythic","Creature","0.99","0.58","0.71","0.6","0.36","0.43","33"
"1123","W,U","5","Kangee, Sky Warden","uncommon","Creature","0.59","0.25","0.54","0.19","0.05","0.17","33"
"1124","R","6","Inferno of the Star Mounts","mythic","Creature","2.79","1.76","3.21","2.92","0.02","0.29","33"
"1125","W,B","4","Edgar, Charmed Groom","rare","Creature","4.49","2.69","4.29","3.4","0.02","0.15","33"
