"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"640","W,U","3","Will, Scion of Peace","mythic","Creature","1.79","0.9","1.42","0.73","0.02","0.64","269"
"641","R,G","5","Alena, Kessig Trapper // Gilanra, Caller of Wirewood","uncommon","Creature","0.39","0.25","0.54","0.13","0.04","0.25","268"
"642","R,G,W","3","Mayael the Anima","mythic","Creature","0.99","1.14","1.42","0.49","0.02","0.5","268"
"643","R","4","Urabrask","mythic","Creature","20.99","14.0","1431.15","10.0","0.03","0.53","267"
"644","G,U","6","Bonny Pall, Clearcutter","rare","Creature","1.29","0.43","1.07","0.3","0.02","0.25","266"
"645","R,G,W","9","Zacama, Primal Calamity","mythic","Creature","1.29","0.7","1.42","1.04","0.02","0.65","265"
"646","B","2","Tinybones, Trinket Thief","mythic","Creature","24.99","20.51","28.62","24.63","8.45","1.1","265"
"647","W,B","4","King of the Oathbreakers","rare","Creature","0.49","0.25","0.54","0.19","0.02","0.67","265"
"648","U","3","Gogo, Master of Mimicry","mythic","Creature","4.49","4.0","5.0","4.01","0.02","0.51","265"
"649","U,R,W","3","Tetzin, Gnome Champion","rare","Creature","0.49","0.29","0.35","0.2","0.27","0.35","264"
"650","B,R","4","Chainer, Nightmare Adept","rare","Creature","0.99","0.65","0.71","0.19","0.02","0.28","263"
"651","B,G,U","5","Volrath, the Shapestealer","mythic","Creature","1.29","0.93","1.07","0.4","1.56","0.5","263"
"652","G,W","4","Yenna, Redtooth Regent","rare","Creature","2.99","1.13","3.57","1.01","0.02","0.24","262"
"653","R","3","Zurzoth, Chaos Rider","rare","Creature","1.49","0.91","1.42","0.54","1.74","0.22","261"
"654","R,W","6","Firesong and Sunspeaker","rare","Creature","0.49","0.3","0.35","0.18","0.02","0.06","261"
"655","B,G","2","Belbe, Corrupted Observer","rare","Creature","0.49","0.35","0.35","0.17","0.69","0.75","260"
"656","R,W","2","Pia Nalaar, Consul of Revival","rare","Creature","0.49","0.4","0.71","0.58","0.02","0.32","260"
"657","W,U","4","Kykar, Zephyr Awakener","rare","Creature","0.49","0.33","0.35","0.24","0.02","0.35","259"
"658","W,U,B,R,G","5","Horde of Notions","rare","Creature","0.79","1.0","1.42","0.4","0.02","0.29","259"
"659","W","2","Phelia, Exuberant Shepherd","rare","Creature","7.49","5.55","7.15","4.66","0.62","0.47","259"
"660","W,U","3","Tameshi, Reality Architect","rare","Creature","0.79","0.39","0.71","0.3","0.02","0.14","259"
"661","U","3","Sai, Master Thopterist","rare","Creature","0.69","0.34","0.71","0.35","0.02","0.24","258"
"662","G,U","5","Kruphix, God of Horizons","mythic","Creature","4.99","3.01","4.29","2.15","0.02","0.24","258"
"663","R,W,B","7","Dargo, the Shipwrecker // Tymna the Weaver","uncommon","Creature","0.35","0.25","0.21","0.2","0.04","0.32","257"
"664","G,W","3","Cadira, Caller of the Small","uncommon","Creature","0.35","0.2","0.35","0.13","2.28","0.17","257"
"665","R,G,W","5","Ghired, Conclave Exile","mythic","Creature","0.99","0.34","0.71","0.21","4.41","0.27","257"
"666","R,W","5","Zidane, Tantalus Thief","uncommon","Creature","0.35","0.2","0.35","0.11","0.03","0.42","257"
"667","G,W","2","Samwise Gamgee","rare","Creature","2.49","0.58","2.86","0.91","0.02","0.23","257"
"668","U,B,R","4","Admiral Beckett Brass","mythic","Creature","0.99","0.25","0.71","0.22","0.02","0.67","255"
"669","G","5","Greensleeves, Maro-Sorcerer","mythic","Creature","12.99","13.38","11.44","17.6","9.27","0.35","255"
"670","R,G","5","The Howling Abomination","rare","Creature","0.59","0.41","0.54","0.07","","0.2","254"
"671","R","9","Chiss-Goria, Forge Tyrant","mythic","Creature","3.49","2.5","4.29","3.49","2.23","0.24","252"
"672","B","5","Skithiryx, the Blight Dragon","mythic","Creature","14.99","10.94","13.59","6.26","0.02","1.15","252"
"673","R,W","5","Sephiroth, Fallen Hero","rare","Creature","1.79","0.65","1.42","1.23","3.11","0.61","252"
"674","U,R,W","5","Shiko, Paragon of the Way","mythic","Creature","2.49","1.46","1.78","2.66","0.53","0.29","251"
"675","G,U","3","Galadriel of Lothlórien","rare","Creature","0.49","0.25","0.35","0.25","0.02","0.0","251"
"676","U,R,W","5","Gavi, Nest Warden","mythic","Creature","0.99","0.5","0.71","0.18","1.09","0.24","251"
"677","U,B","4","Superior Spider-Man","rare","Creature","3.99","2.42","4.29","3.4","1.47","0.48","250"
"678","G,U","5","Sab-Sunen, Luxa Embodied","mythic","Creature","2.99","2.45","3.21","1.18","0.05","0.28","250"
"679","U,B,R","3","Malcolm, Keen-Eyed Navigator // Vial Smasher the Fierce","uncommon","Creature","0.35","0.24","0.35","0.17","0.04","0.47","248"
"680","R,W","4","Brion Stoutarm","rare","Creature","0.79","0.67","0.71","0.37","0.02","0.29","247"
"681","R,G","4","Jolene, the Plunder Queen","rare","Creature","11.99","6.48","12.87","3.56","1.53","0.31","246"
"682","U,R","4","Breeches, Brazen Plunderer // Malcolm, Keen-Eyed Navigator","uncommon","Creature","0.35","0.2","0.35","0.14","0.04","0.23","246"
"683","G","3","The Cabbage Merchant","rare","Creature","6.99","36.0","","","","0","246"
"684","R,G,W","4","Obuun, Mul Daya Ancestor","mythic","Creature","0.99","0.5","0.71","1.23","2.59","0.23","246"
"685","R,G","5","Zilortha, Strength Incarnate","rare","Creature","0.79","0.49","0.71","0.34","0.2","0.2","246"
"686","W","3","Aerith Gainsborough","rare","Creature","2.79","2.75","2.5","1.64","0.02","0.31","244"
"687","B,G","4","Tyvar the Bellicose","mythic","Creature","4.49","3.25","4.29","3.48","0.02","0.65","243"
"688","W,U,B","6","Sharuum the Hegemon","rare","Creature","0.49","0.32","0.35","0.21","0.02","0.57","243"
"689","R,W","5","Baeloth Barrityl, Entertainer // Noble Heritage","mythic","Creature","12.99","10.58","13.59","10.72","","0.48","242"
"690","B,G","4","Gyome, Master Chef","mythic","Creature","19.99","12.67","17.17","0.97","2.45","0.29","242"
"691","U,R","3","Vadrik, Astral Archmage","rare","Creature","0.49","0.31","0.35","0.22","0.02","0.65","241"
"692","W","6","Darien, King of Kjeldor","rare","Creature","0.79","0.37","0.71","0.28","0.02","0.38","241"
"693","R,G","3","Meria, Scholar of Antiquity","rare","Creature","0.49","0.25","0.35","0.02","0.02","0.48","241"
"694","U,R,W","4","Gandalf of the Secret Fire","mythic","Creature","1.99","1.16","1.42","1.33","0.14","0.1","240"
"695","U,B,R","4","Zevlor, Elturel Exile","rare","Creature","0.49","0.25","0.35","0.14","0.31","0.72","240"
"696","U,B","5","Hidetsugu and Kairi","rare","Creature","0.49","0.39","0.35","0.13","0.02","0.3","239"
"697","W,B","5","Liesa, Forgotten Archangel","rare","Creature","1.29","0.5","1.42","0.56","0.02","0.53","239"
"698","B,G","4","Carth the Lion","rare","Creature","0.49","0.29","0.35","0.08","0.02","0.69","239"
"699","U,R","4","Myra the Magnificent","mythic","Creature","0.99","0.35","1.07","0.46","","0.67","239"
"700","R","3","J. Jonah Jameson","rare","Creature","0.49","0.31","0.54","0.18","0.01","0.53","239"
"701","G,U,R","3","Lara Croft, Tomb Raider","mythic","Creature","44.99","49.68","46.51","35.42","","0.7","237"
"702","W","3","Adeline, Resplendent Cathar","rare","Creature","3.99","2.97","4.29","2.46","0.02","0.44","237"
"703","R,W","3","Mog, Moogle Warrior","rare","Creature","0.49","0.25","0.54","0.19","1.71","0.45","237"
"704","U,B","3","Araumi of the Dead Tide","uncommon","Creature","0.35","0.24","0.35","0.17","0.04","0.14","237"
"705","R","5","Rionya, Fire Dancer","rare","Creature","14.99","10.32","15.74","11.56","0.61","0.53","236"
"706","B,R","6","The Master, Multiplied","rare","Creature","5.99","3.55","6.43","5.45","","0.75","236"
"707","W,B","3","Teysa, Opulent Oligarch","rare","Creature","0.49","0.3","0.35","0.28","0.02","0.42","235"
"708","U,R,W","4","Brallin, Skyshark Rider // Shabraz, the Skyshark","mythic","Creature","0.99","4.37","1.07","2.54","4.96","0.31","235"
"709","R,G","4","Yarus, Roar of the Old Gods","rare","Creature","0.49","0.25","0.35","0.17","0.02","0.18","234"
"710","B,G","2","Old Stickfingers","rare","Creature","0.49","0.25","0.35","0.21","0.02","0.18","233"
"711","G,U","6","Esix, Fractal Bloom","mythic","Creature","0.99","0.35","1.07","0.29","","0.42","232"
"712","B","9","Valgavoth, Terror Eater","mythic","Creature","18.99","14.69","17.88","12.35","0.17","1.24","232"
"713","R,W","1","Zabaz, the Glimmerwasp","rare","Creature","0.49","0.3","0.35","0.33","0.03","0.45","232"
"714","B,G,U","6","Otrimi, the Ever-Playful","mythic","Creature","0.99","0.99","1.07","0.15","2.18","0.07","232"
"715","G,W","2","Garnet, Princess of Alexandria","uncommon","Creature","0.35","0.24","0.21","0.13","0.03","0.21","231"
"716","R,W","3","Joshua, Phoenix's Dominant","rare","Creature","0.59","1.18","0.71","1.38","0.02","0.27","230"
"717","G,U,R","5","Illuna, Apex of Wishes","mythic","Creature","0.99","0.48","0.71","0.33","0.02","0.2","230"
"718","W,U","4","Ranar the Ever-Watchful","mythic","Creature","0.99","0.5","1.07","0.39","","0.38","229"
"719","B,G,U","4","Archelos, Lagoon Mystic","rare","Creature","0.49","0.26","0.35","0.04","0.58","0.44","229"
"720","U,B,R","5","Ashnod the Uncaring","mythic","Creature","0.99","0.45","0.71","0.33","0.08","0.47","229"
"721","U,B","3","Etrata, Deadly Fugitive","mythic","Creature","0.99","0.52","0.71","0.44","0.02","0.32","228"
"722","W,B","1","Frodo, Sauron's Bane","rare","Creature","0.49","0.26","0.35","0.2","0.02","0.34","228"
"723","W,B","3","Lurrus of the Dream-Den","rare","Creature","1.79","1.15","1.42","1.06","0.02","0.78","227"
"724","G,W,U","4","Phelddagrif","rare","Creature","8.99","8.68","9.3","3.95","0.13","0.38","227"
"725","R","4","Daretti, Scrap Savant","rare","Planeswalker","1.29","0.96","1.42","0.61","1.2","0.37","226"
"726","R,G","5","Nikya of the Old Ways","rare","Creature","0.59","0.46","0.54","0.3","0.02","0.5","226"
"727","W,U","3","Alisaie Leveilleur // Alphinaud Leveilleur","rare","Creature","0.49","0.25","0.54","0.31","1.72","0.25","226"
"728","U,B","6","Sephiroth, Planet's Heir","mythic","Creature","0.99","0.99","0.71","8.11","1.98","0.55","225"
"729","U","10","Octavia, Living Thesis","rare","Creature","0.99","0.49","0.71","0.5","1.56","0.16","225"
"730","U,B","2","The Ancient One","mythic","Creature","1.99","1.17","1.78","0.99","0.14","0.47","225"
"731","W,U,B","3","Malcolm, Keen-Eyed Navigator // Tymna the Weaver","uncommon","Creature","0.35","0.24","0.35","0.17","0.04","0.47","224"
"732","B","5","Black Cat, Cunning Thief","rare","Creature","0.49","0.59","0.71","0.28","0.01","0.64","224"
"733","W,U,B","3","The Celestial Toymaker","rare","Creature","34.99","31.38","32.19","26.41","","0.53","224"
"734","B,G","3","Glissa, the Traitor","mythic","Creature","2.99","2.0","2.5","0.69","0.02","0.52","223"
"735","U,R,W","6","Kasla, the Broken Halo","mythic","Creature","0.99","0.41","0.71","0.21","2.58","0.0","221"
"736","B,G","7","Hogaak, Arisen Necropolis","rare","Creature","1.49","1.0","1.42","1.15","0.11","0.69","220"
"737","Colorless","8","Graaz, Unstoppable Juggernaut","rare","Creature","0.59","0.25","0.35","0.15","0.02","0.4","220"
"738","G,U,R","4","Omnath, Locus of the Roil","mythic","Creature","10.99","8.02","12.16","5.23","0.02","0.44","220"
"739","W","4","Elesh Norn","mythic","Creature","7.49","5.99","2146.73","5.34","0.03","0.72","219"
"740","G,W","4","Aerith, Last Ancient","rare","Creature","0.49","0.37","0.54","0.38","1.9","0.34","218"
"741","U,B,R","7","Lord Xander, the Collector","mythic","Creature","1.79","1.47","2.14","1.5","0.02","1.08","218"
"742","W,B","1","Cecil, Dark Knight","rare","Creature","3.99","2.2","4.29","3.47","1.16","0.27","218"
"743","U","5","The Watcher in the Water","mythic","Creature","2.79","2.42","2.86","1.22","0.02","0.26","218"
"744","W,B","5","Shadrix Silverquill","mythic","Creature","1.49","0.91","1.78","0.55","0.02","0.15","217"
"745","G,U","5","Círdan the Shipwright","rare","Creature","0.49","0.25","0.54","0.19","0.93","0.35","217"
"746","U,R","5","Firkraag, Cunning Instigator","mythic","Creature","6.99","6.27","7.86","0.34","","0.39","217"
"747","G","3","Six","rare","Creature","9.49","6.75","9.3","6.16","0.02","0.41","217"
"748","U,B","4","Lazav, Dimir Mastermind","mythic","Creature","1.29","0.85","1.07","0.6","0.02","0.58","217"
"749","B,R,G","6","Vaevictis Asmadi, the Dire","mythic","Creature","2.29","1.2","2.14","1.24","0.02","0.68","216"
"750","W,U","5","SP//dr, Piloted by Peni","uncommon","Creature","0.35","0.2","0.21","0.07","0.01","0.32","216"
"751","W,U","5","Yorion, Sky Nomad","rare","Creature","0.49","0.45","0.54","0.28","0.02","0.51","216"
"752","R,W","5","Cloud, Planet's Champion","mythic","Creature","3.49","2.0","1.42","13.08","4.65","0.48","215"
"753","G,U,R","3","Beluna Grandsquall","mythic","Creature","0.99","0.35","0.71","0.42","0.02","0.0","215"
"754","G,W","3","Calix, Guided by Fate","mythic","Creature","14.99","12.69","15.74","12.18","0.02","0.36","215"
"755","R,W","4","Iroas, God of Victory","mythic","Creature","17.99","14.66","16.45","12.58","0.02","0.43","214"
"756","R,W","5","Commander Mustard","rare","Creature","0.99","0.8","0.71","0.33","0.1","0.27","214"
"757","Colorless","5","Dawnsire, Sunstar Dreadnought","mythic","Artifact","8.99","6.85","8.58","2.56","0.09","0.58","214"
"758","G","5","Ashaya, Soul of the Wild","mythic","Creature","9.99","6.57","10.73","6.4","0.02","0.63","213"
"759","B,R,G","4","Xira, the Golden Sting","rare","Creature","0.49","0.49","0.35","0.27","0.11","0.33","213"
"760","G","4","Dionus, Elvish Archdruid","uncommon","Creature","5.99","4.75","6.43","6.53","1.9","0.39","212"
"761","W","5","God-Eternal Oketra","mythic","Creature","2.99","1.93","2.86","1.2","0.02","0.34","212"
"762","R,G,W","4","Bright-Palm, Soul Awakener","mythic","Creature","0.99","0.49","1.07","0.27","3.52","0.67","211"
"763","W","4","Balan, Wandering Knight","rare","Creature","0.99","0.5","0.71","0.44","0.95","0.39","210"
"764","R,W,B","4","Shanid, Sleepers' Scourge","mythic","Creature","2.99","2.4","3.21","1.39","3.05","0.22","210"
"765","R","6","Gilgamesh, Master-at-Arms","rare","Creature","0.49","0.55","0.54","0.3","0.02","0.38","210"
"766","W,U,B,R,G","5","Niv-Mizzet, Guildpact","rare","Creature","0.49","0.28","0.35","0.16","0.02","0.63","210"
"767","R","6","Lathliss, Dragon Queen","rare","Creature","1.29","1.0","1.42","0.94","0.02","0.38","210"
"768","G,W","4","Treebeard, Gracious Host","rare","Creature","0.69","0.49","0.71","0.61","2.17","0.37","210"
"769","W,B","2","Killian, Ink Duelist","uncommon","Creature","1.29","0.48","1.07","0.32","0.03","0.39","209"
"770","G,W","2","Katilda, Dawnhart Prime","rare","Creature","1.29","0.5","0.71","0.43","0.02","0.24","209"
"771","G","5","Titania, Protector of Argoth","mythic","Creature","0.99","0.55","0.71","0.37","0.02","0.34","208"
"772","U,B","2","Obyra, Dreaming Duelist","uncommon","Creature","0.35","0.24","0.35","0.14","0.03","0.24","208"
"773","U,B,R","4","Jeleva, Nephalia's Scourge","mythic","Creature","2.29","1.23","2.5","1.27","0.02","0.59","208"
"774","R,W","5","Alibou, Ancient Witness","mythic","Creature","1.49","0.46","1.42","0.58","0.77","0.33","205"
"775","G,U","3","Edric, Spymaster of Trest","rare","Creature","1.29","0.65","1.42","0.68","0.02","0.49","205"
"776","W,U","3","Errant and Giada","rare","Creature","0.69","0.49","0.71","0.2","0.02","0.25","205"
"777","R,W","2","Kolodin, Triumph Caster","rare","Creature","0.49","0.25","0.35","0.16","0.02","0.17","203"
"778","G","3","Eladamri, Korvecdal","mythic","Creature","8.99","5.5","8.58","4.97","0.02","0.42","203"
"779","W,U","6","Bruna, Light of Alabaster","mythic","Creature","0.99","0.52","1.07","0.67","0.02","0.56","203"
"780","U","5","Jin-Gitaxias","mythic","Creature","15.99","13.93","1431.15","6.59","0.02","0.65","202"
"781","W,U","2","Lavinia, Azorius Renegade","rare","Creature","0.69","0.42","0.54","0.3","0.17","0.91","201"
"782","U,B","2","Rona, Herald of Invasion","rare","Creature","2.99","0.82","2.86","1.04","0.02","0.29","201"
"783","U,B","3","Tegwyll, Duke of Splendor","mythic","Creature","0.99","1.0","1.07","1.06","2.51","0.38","200"
"784","W,U,B,R,G","5","Tazri, Beacon of Unity","mythic","Creature","0.99","0.35","0.71","0.22","0.02","0.31","200"
"785","R,G,W","3","Jared Carthalion, True Heir","rare","Creature","0.49","0.25","0.35","0.11","0.2","0.33","199"
"786","R,W","3","Three Dog, Galaxy News DJ","rare","Creature","0.49","0.25","0.35","0.18","0.38","0.52","199"
"787","R,G,W","4","Aragorn, Hornburg Hero","mythic","Creature","3.49","2.24","3.21","1.71","0.3","0.44","199"
"788","R,G,W","2","Kaust, Eyes of the Glade","mythic","Creature","0.99","0.25","0.71","0.22","0.78","0.06","198"
"789","G,U","7","Koma, World-Eater","rare","Creature","1.49","0.78","1.78","0.64","0.02","0.77","198"
"790","R","3","Chandra, Fire of Kaladesh","mythic","Creature","2.49","1.6","2.14","1.6","0.02","0.38","196"
"791","R","1","Ragavan, Nimble Pilferer","mythic","Creature","39.99","34.14","39.35","25.34","8.38","1.29","196"
"792","U,B,R","3","Tetsuo, Imperial Champion","mythic","Creature","0.99","0.56","0.71","0.64","0.11","0.75","196"
"793","B","4","Ashcoat of the Shadow Swarm","mythic","Creature","79.99","52.91","78.71","40.06","","0.44","195"
"794","R,W,B","3","Mathas, Fiend Seeker","rare","Creature","1.29","0.6","0.71","0.38","0.03","0.24","195"
"795","W,B","5","Thalisse, Reverent Medium","uncommon","Creature","0.49","0.28","0.54","0.19","0.26","0.29","195"
"796","W,U,B,R,G","2","Jenson Carthalion, Druid Exile","mythic","Creature","0.99","0.75","1.07","0.72","1.34","0.18","195"
"797","R,G","5","Baeloth Barrityl, Entertainer // Raised by Giants","mythic","Creature","12.99","10.58","13.59","10.72","","0.48","194"
"798","G,U","4","Alaundo the Seer","rare","Creature","0.49","0.25","0.35","0.14","","0.35","194"
"799","G","3","Ezuri, Renegade Leader","mythic","Creature","8.99","7.0","8.58","6.52","0.02","0.39","194"
"800","B,R","4","Mishra, Claimed by Gix","mythic","Creature","7.49","5.27","7.15","4.49","0.02","0.29","193"
"801","U,B","2","Basim Ibn Ishaq","rare","Creature","4.49","1.96","3.57","4.09","0.02","0.32","193"
"802","R,G","5","Wildsear, Scouring Maw","mythic","Creature","0.99","0.51","1.07","1.37","2.0","0.46","193"
"803","B,G,U","3","Mimeoplasm, Revered One","mythic","Creature","0.99","0.4","0.71","0.13","0.02","0.25","193"
"804","G,U","3","Pir, Imaginative Rascal // Toothy, Imaginary Friend","rare","Creature","5.99","4.25","5.72","4.97","2.71","0.36","192"
"805","W,U,B","3","Merieke Ri Berit","rare","Creature","2.79","2.67","2.86","1.26","0.03","0.94","191"
"806","B,G,U","7","Damia, Sage of Stone","mythic","Creature","7.49","5.59","6.43","2.91","0.39","0.5","191"
"807","U,B,R","4","The Rani","rare","Creature","0.49","0.25","0.35","0.19","","0.42","191"
"808","G","5","Thrun, Breaker of Silence","rare","Creature","0.49","0.32","0.35","0.21","0.02","0.93","191"
"809","R,W","7","Gisela, Blade of Goldnight","mythic","Creature","2.49","1.51","2.14","1.02","0.02","0.75","190"
"810","Colorless","3","Liberator, Urza's Battlethopter","rare","Creature","6.49","5.03","6.43","2.92","0.02","0.34","190"
"811","B,R,G,W","4","Tana, the Bloodsower // Tymna the Weaver","mythic","Creature","5.49","4.88","5.0","3.46","1.74","0.86","190"
"812","R,W","4","Neyali, Suns' Vanguard","mythic","Creature","1.99","2.17","2.14","1.11","3.0","0.19","189"
"813","R,W","3","Wyleth, Soul of Steel","mythic","Creature","4.49","3.0","4.29","2.4","12.61","0.18","189"
"814","R,W","5","Aurelia, the Law Above","rare","Creature","2.99","1.45","3.21","0.73","0.02","0.23","188"
"815","R,G","8","Borborygmos Enraged","rare","Creature","0.49","0.3","0.35","0.21","0.02","0.0","188"
"816","R,G","6","Wort, the Raidmother","rare","Creature","0.49","0.41","0.35","0.24","0.02","0.29","188"
"817","B,R,G","3","Ellie, Vengeful Hunter // Joel, Resolute Survivor","mythic","Creature","","","","","","0","187"
"818","B,R","6","Olivia, Crimson Bride","mythic","Creature","8.99","7.15","8.58","5.87","0.02","0.39","187"
"819","W","5","Gandalf the White","mythic","Creature","7.99","5.67","7.86","5.09","0.02","0.52","187"
"820","U,R","3","Aegar, the Freezing Flame","uncommon","Creature","0.35","0.2","0.21","0.11","0.03","0.2","187"
"821","G,U","4","Vannifar, Evolved Enigma","mythic","Creature","1.49","0.64","1.42","0.85","0.02","0.42","186"
"822","G,U,R","6","The Swarmlord","mythic","Creature","0.99","0.72","0.71","","1.75","0.6","185"
"823","G","3","Legolas, Master Archer","rare","Creature","0.79","0.31","0.54","0.21","0.02","0.0","184"
"824","G","5","Yedora, Grave Gardener","uncommon","Creature","0.35","0.2","0.35","0.1","0.02","0.35","184"
"825","R,G","3","Balthier and Fran","rare","Creature","0.49","0.26","0.35","0.15","0.02","0.2","184"
"826","G,U,R","5","Gimbal, Gremlin Prodigy","mythic","Creature","0.99","0.4","0.71","0.34","1.14","0.44","184"
"827","G,U","6","Xolatoyac, the Smiling Flood","mythic","Creature","0.99","0.4","1.07","0.98","","0.26","184"
"828","U","6","Y'shtola Rhul","mythic","Creature","9.49","6.99","11.44","4.97","0.02","0.32","184"
"829","W","4","Greymond, Avacyn's Stalwart","mythic","Creature","54.99","47.66","67.97","44.65","0.31","0.88","182"
"830","W","4","Mondrak, Glory Dominus","mythic","Creature","39.99","34.04","42.93","27.89","0.38","1.07","182"
"831","G","4","Ruxa, Patient Professor","rare","Creature","4.99","3.31","3.57","2.7","1.23","0.29","182"
"832","R,G","3","Svella, Ice Shaper","uncommon","Creature","0.35","0.23","0.35","0.02","0.03","0.25","182"
"833","R,W,B","8","Licia, Sanguine Tribune","mythic","Creature","3.99","3.59","3.21","","5.54","0.17","182"
"834","Colorless","4","The Regalia","rare","Artifact","1.49","1.87","1.42","0.67","0.02","0.29","182"
"835","Colorless","0.0","Omarthis, Ghostfire Initiate","mythic","Creature","1.99","1.0","2.14","0.7","4.15","0.26","181"
"836","B","2","Zul Ashur, Lich Lord","rare","Creature","1.29","1.0","1.07","1.08","0.02","0.19","181"
"837","W,B","2","MacCready, Lamplight Mayor","rare","Creature","5.49","2.07","6.43","3.91","1.46","0.41","181"
"838","R","4","Delina, Wild Mage","rare","Creature","9.49","5.72","8.58","7.99","0.02","0.36","181"
"839","U","4","Charix, the Raging Isle","rare","Creature","0.49","0.4","0.35","0.3","0.02","0.24","180"
"840","B,R","5","Karazikar, the Eye Tyrant","mythic","Creature","10.99","6.18","11.44","5.04","","0.48","180"
"841","R,G","5","Vrondiss, Rage of Ancients","mythic","Creature","0.99","0.66","1.07","0.7","","0.76","180"
"842","R,G,W","3","Sigurd, Jarl of Ravensthorpe","rare","Creature","1.49","0.82","1.07","0.46","0.02","0.2","180"
"843","U,R","3","Rielle, the Everwise","mythic","Creature","4.99","2.84","5.0","2.71","0.02","0.38","180"
"844","W,B","3","Nalia de'Arnise","mythic","Creature","0.99","0.52","1.07","0.25","0.59","0.0","180"
"845","G,W","3","Gylwain, Casting Director","mythic","Creature","0.99","0.32","0.71","0.36","1.54","0.38","180"
"846","W,B","4","Elenda, Saint of Dusk","rare","Creature","0.49","0.41","0.35","0.25","0.02","0.19","179"
"847","R","5","Dragonhawk, Fate's Tempest","mythic","Creature","7.49","5.94","8.58","4.69","0.03","0.38","179"
"848","B,G","3","Grismold, the Dreadsower","rare","Creature","1.79","0.75","1.42","0.5","0.9","0.11","179"
"849","R,G","2","Radha, Heir to Keld","uncommon","Creature","0.35","0.25","0.21","0.11","0.02","0.6","179"
"850","B,R,G","4","Soul of Windgrace","mythic","Creature","0.99","0.25","0.71","0.32","0.02","0.32","179"
"851","G","5","Freyalise, Llanowar's Fury","rare","Planeswalker","2.29","2.1","2.14","1.47","0.86","0.42","179"
"852","U","4","Tekuthal, Inquiry Dominus","mythic","Creature","4.99","3.04","5.0","3.44","0.02","0.53","178"
"853","G,U,R","8","Ureni, the Song Unending","mythic","Creature","2.79","1.99","2.5","2.58","0.12","0.49","178"
"854","B,R","5","The Scorpion God","mythic","Creature","2.29","1.41","2.14","1.14","0.02","0.08","178"
"855","R,W,B","3","Ghen, Arcanum Weaver","rare","Creature","0.49","0.41","0.35","0.21","1.04","0.29","177"
"856","B,R","4","Wort, Boggart Auntie","rare","Creature","12.99","9.42","10.73","3.22","0.02","0.47","177"
"857","R,G","5","Ganax, Astral Hunter // Acolyte of Bahamut","uncommon","Creature","0.99","0.37","1.07","0.49","4.73","0.22","177"
"858","U,B,R","4","Sakashima of a Thousand Faces // Vial Smasher the Fierce","mythic","Creature","44.99","32.09","46.51","30.03","13.75","0.9","177"
"859","W,U,B,R,G","5","General Tazri","mythic","Creature","1.49","2.07","1.42","0.54","0.02","0.36","176"
"860","B,R","5","Tor Wauki the Younger","uncommon","Creature","0.99","0.7","1.07","0.22","1.26","0.3","175"
"861","B,R","4","Carnage, Crimson Chaos","rare","Creature","1.49","1.28","1.07","0.92","0.17","0.51","175"
"862","G,U","11","The Pride of Hull Clade","mythic","Creature","2.29","1.08","2.5","1.43","0.02","0.06","175"
"863","G,W,U","5","Ellie and Alan, Paleontologists","rare","Creature","2.99","2.65","2.86","2.11","0.33","0.73","175"
"864","B,G,U","5","Tevesh Szat, Doom of Fools // Thrasios, Triton Hero","mythic","Planeswalker","9.49","7.26","8.58","6.64","2.53","0.57","175"
"865","B,G","3","Sarulf, Realm Eater","rare","Creature","0.49","0.37","0.35","0.23","0.02","0.38","174"
"866","G,U","4","Elrond, Master of Healing","rare","Creature","0.49","0.27","0.54","0.3","0.02","0.27","174"
"867","R,G","3","Scarlet Spider, Ben Reilly","rare","Creature","0.49","0.81","1.07","0.39","0.01","0.44","174"
"868","U,B","2","Sygg, River Cutthroat","rare","Creature","12.99","10.0","10.73","7.04","0.02","0.29","174"
"869","B,G","4","The Most Dangerous Gamer","rare","Creature","0.49","0.25","0.35","0.18","","0.45","174"
"870","G,U","3","Uro, Titan of Nature's Wrath","mythic","Creature","4.49","2.58","4.29","3.79","1.57","0.75","173"
"871","B,G","1","Grist, Voracious Larva","mythic","Creature","2.49","1.74","2.5","1.5","0.03","0.58","173"
"872","W","4","Preston, the Vanisher","rare","Creature","20.99","17.0","20.74","15.92","","0.36","173"
"873","G,W","3","Lae'zel, Vlaakith's Champion // Master Chef","rare","Creature","3.99","1.42","3.57","1.8","","0.27","172"
"874","W,U","4","Ephara, God of the Polis","mythic","Creature","6.49","2.99","5.0","3.44","0.02","0.0","172"
"875","R,W","4","Raiyuu, Storm's Edge","rare","Creature","0.49","0.32","0.35","0.2","0.02","0.23","172"
"876","U,R","2","Jhoira, Ageless Innovator","rare","Creature","0.49","0.3","0.35","0.05","0.02","0.22","172"
"877","U,B","2","Francisco, Fowl Marauder // Malcolm, Keen-Eyed Navigator","rare","Creature","0.49","0.25","0.35","0.27","2.27","0.07","172"
"878","W,U,B","3","Sydri, Galvanic Genius","mythic","Creature","0.99","0.92","0.71","0.74","0.02","0.09","172"
"879","U,B","5","Oskar, Rubbish Reclaimer","rare","Creature","0.69","0.5","0.71","0.33","2.17","0.33","171"
"880","B,G","6","Aatchik, Emerald Radian","rare","Creature","0.49","0.25","0.35","0.17","0.02","0.14","171"
