"Rank","Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks"
"706","B,R,G","6","Vaevictis Asmadi, the Dire","mythic","Creature","2.29","1.19","2.13","1.27","0.02","0.6818181818181818","236"
"707","U,B","4","Lazav, Dimir Mastermind","mythic","Creature","0.99","0.83","1.06","0.62","0.02","0.5789473684210527","235"
"708","G,W","3","Cadira, Caller of the Small","uncommon","Creature","0.35","0.2","0.35","0.14","2.32","0.17094017094017094","235"
"709","G,U","3","Galadriel of Lothlórien","rare","Creature","0.49","0.25","0.35","0.26","0.02","0","235"
"710","U,B","6","Sephiroth, Planet's Heir","mythic","Creature","0.99","1","1.42","8.98","1.98","0.5529411764705883","234"
"711","R,G","3","Scarlet Spider, Ben Reilly","rare","Creature","0.69","0.83","1.42","0.42","0.01","0.44329896907216493","234"
"712","B","9","Valgavoth, Terror Eater","mythic","Creature","17.99","14.53","17.82","12.34","0.17","1.2400000000000009","233"
"713","W,B","3","Teysa, Opulent Oligarch","rare","Creature","0.49","0.34","0.35","0.22","0.02","0.42105263157894735","232"
"714","B,G","4","Carth the Lion","rare","Creature","0.49","0.29","0.35","0.12","0.02","0.6875","232"
"715","U,R","3","Vadrik, Astral Archmage","rare","Creature","0.49","0.34","0.35","0.21","0.02","0.6459627329192549","232"
"716","G","3","The Cabbage Merchant","rare","Creature","6.99","45","undefined","undefined","undefined","0","231"
"717","B,G","3","Glissa, the Traitor","mythic","Creature","2.99","2","2.49","0.63","0.02","0.5238095238095238","231"
"718","W,B","3","Lurrus of the Dream-Den","rare","Creature","1.79","1.05","1.42","0.94","0.02","0.7828571428571428","231"
"719","U,B","2","The Ancient One","mythic","Creature","1.79","1.16","1.78","1.14","0.12","0.47058823529411764","231"
"720","U,R,W","4","Gandalf of the Secret Fire","mythic","Creature","1.99","1.04","1.42","1.02","0.14","0.09523809523809523","230"
"721","G,U,R","4","Omnath, Locus of the Roil","mythic","Creature","11.99","8.11","12.12","5.37","0.02","0.4444444444444444","229"
"722","G","5","Titania, Protector of Argoth","mythic","Creature","0.99","0.37","0.71","0.39","0.02","0.3371104815864023","228"
"723","G,U,R","3","Lara Croft, Tomb Raider","mythic","Creature","44.99","49.64","46.34","34.61","undefined","0.7","228"
"724","U,B","3","Etrata, Deadly Fugitive","mythic","Creature","0.99","0.53","0.71","0.37","0.02","0.3181818181818182","227"
"725","R","4","Daretti, Scrap Savant","rare","Planeswalker","1.29","0.92","1.06","0.59","1.26","0.37362637362637363","226"
"726","W,B","1","Frodo, Sauron's Bane","rare","Creature","0.49","0.25","0.35","0.26","0.02","0.3390804597701149","226"
"727","R,W","4","Brion Stoutarm","rare","Creature","0.79","0.64","0.71","0.36","0.02","0.2857142857142857","226"
"728","G,W,U","4","Phelddagrif","rare","Creature","8.99","8.54","9.26","4.12","0.13","0.375","225"
"729","B,G","7","Hogaak, Arisen Necropolis","rare","Creature","1.49","1","1.42","1.29","0.06","0.6875","225"
"730","W,B","5","Liesa, Forgotten Archangel","rare","Creature","0.99","0.5","1.42","0.5","0.02","0.5340909090909085","224"
"731","R","5","Rionya, Fire Dancer","rare","Creature","14.99","10.4","15.68","11.69","0.57","0.5252525252525253","224"
"732","W,U,B,R,G","4","Avatar Aang","mythic","Creature","9.99","59.93","undefined","undefined","undefined","0","224"
"733","U,R","4","Myra the Magnificent","mythic","Creature","0.99","0.35","1.06","0.58","undefined","0.6666666666666666","224"
"734","U,R","4","Breeches, Brazen Plunderer // Malcolm, Keen-Eyed Navigator","uncommon","Creature","0.35","0.2","0.35","0.11","0.04","0.22580645161290314","224"
"735","B,G,U","6","Otrimi, the Ever-Playful","mythic","Creature","0.99","0.99","1.06","0.15","2.05","0.06666666666666667","223"
"736","R,G","4","Yarus, Roar of the Old Gods","rare","Creature","0.49","0.25","0.35","0.19","0.02","0.17857142857142858","223"
"737","W,B","1","Cecil, Dark Knight","rare","Creature","4.49","2.47","4.98","3.64","1.26","0.2743362831858407","223"
"738","U,B,R","5","Ashnod the Uncaring","mythic","Creature","0.99","0.45","0.71","0.33","0.08","0.4666666666666667","222"
"739","U,R","5","Firkraag, Cunning Instigator","mythic","Creature","6.99","6.4","7.84","0.34","undefined","0.391304347826087","222"
"740","U,R,W","6","Kasla, the Broken Halo","mythic","Creature","0.99","0.4","0.71","0.25","2.58","0","220"
"741","G","4","Dionus, Elvish Archdruid","uncommon","Creature","5.99","4.85","7.12","6.69","1.91","0.39285714285714285","219"
"742","R,W","1","Zabaz, the Glimmerwasp","rare","Creature","0.49","0.32","0.35","0.28","0.03","0.45","219"
"743","W,U","5","Yorion, Sky Nomad","rare","Creature","0.49","0.47","0.53","0.26","0.02","0.5090909090909093","219"
"744","W,U,B","3","Malcolm, Keen-Eyed Navigator // Tymna the Weaver","uncommon","Creature","0.35","0.24","0.35","0.17","0.04","0.4747474747474747","219"
"745","W,U","6","Bruna, Light of Alabaster","mythic","Creature","0.99","0.5","1.06","0.67","0.02","0.5555555555555556","218"
"746","","8","Graaz, Unstoppable Juggernaut","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.4","218"
"747","R,G","5","Nikya of the Old Ways","rare","Creature","0.59","0.48","0.53","0.24","0.02","0.5","217"
"748","R,G,W","2","Kaust, Eyes of the Glade","mythic","Creature","0.99","0.25","0.71","0.19","0.78","0.0625","217"
"749","G,W","4","Aerith, Last Ancient","rare","Creature","0.49","0.36","0.53","0.34","1.9","0.33653846153846156","216"
"750","W","4","Elesh Norn","mythic","Creature","6.99","5.99","2139.26","5.47","0.03","0.7222222222222222","216"
"751","W","5","God-Eternal Oketra","mythic","Creature","2.79","1.89","2.85","1.23","0.03","0.3409090909090908","216"
"752","U,B","2","Obyra, Dreaming Duelist","uncommon","Creature","0.35","0.24","0.35","0.14","0.03","0.23809523809523805","215"
"753","G,W","3","Calix, Guided by Fate","mythic","Creature","14.99","12.44","16.39","12.36","0.02","0.3622047244094489","215"
"754","G,U,R","3","Beluna Grandsquall","mythic","Creature","0.99","0.35","0.71","0.33","0.02","0","215"
"755","G,U","3","Edric, Spymaster of Trest","rare","Creature","1.29","0.63","1.42","0.65","0.02","0.48760330578512395","215"
"756","U,B","3","Symbiote Spider-Man","rare","Creature","0.49","0.75","1.42","0.42","0.2","0.38","215"
"757","B,G","2","Old Stickfingers","rare","Creature","0.49","0.26","0.35","0.15","0.02","0.18478260869565216","214"
"758","W,B","5","Shadrix Silverquill","mythic","Creature","1.49","0.89","1.78","0.49","0.02","0.15178571428571427","214"
"759","W,U,B","6","Sharuum the Hegemon","rare","Creature","0.49","0.35","0.35","0.24","0.02","0.5714285714285714","213"
"760","G","5","Ashaya, Soul of the Wild","mythic","Creature","9.99","6.75","11.4","6.79","0.02","0.633608815426997","213"
"761","W,U,B","3","The Celestial Toymaker","rare","Creature","32.99","27","32.08","26.63","undefined","0.5333333333333333","212"
"762","R","6","Gilgamesh, Master-at-Arms","rare","Creature","0.49","0.59","0.53","0.28","0.02","0.38461538461538464","212"
"763","G","3","Six","rare","Creature","9.49","6.89","9.98","6.29","0.02","0.41139240506329094","211"
"764","U","5","Jin-Gitaxias","mythic","Creature","16.99","14.57","1426.17","6.62","0.02","0.6542056074766355","211"
"765","B,R,G","4","Xira, the Golden Sting","rare","Creature","0.49","0.49","0.35","0.23","0.11","0.3333333333333333","210"
"766","W,B","2","Killian, Ink Duelist","uncommon","Creature","0.99","0.48","1.06","0.21","0.03","0.390625","209"
"767","R","6","Lathliss, Dragon Queen","rare","Creature","1.29","1","1.42","0.99","0.02","0.37869822485207083","209"
"768","R,W","2","Kolodin, Triumph Caster","rare","Creature","0.49","0.25","0.35","0.14","0.02","0.17441860465116282","209"
"769","U,B,R","4","Jeleva, Nephalia's Scourge","mythic","Creature","2.49","1.24","2.49","1.21","0.02","0.5909090909090909","208"
"770","W","4","Balan, Wandering Knight","rare","Creature","0.99","0.5","0.53","0.52","0.91","0.39285714285714285","208"
"771","G,W","2","Katilda, Dawnhart Prime","rare","Creature","1.29","0.5","0.71","0.47","0.02","0.23636363636363636","207"
"772","G,U","4","Alaundo the Seer","rare","Creature","0.49","0.25","0.35","0.13","undefined","0.35294117647058826","207"
"773","U","5","The Watcher in the Water","mythic","Creature","2.79","2.29","2.85","1.33","0.02","0.2631578947368421","206"
"774","U,B,R","7","Lord Xander, the Collector","mythic","Creature","1.79","1.48","2.13","1.48","0.02","1.0815850815850805","206"
"775","G,U","7","Koma, World-Eater","rare","Creature","1.49","0.92","1.78","0.64","0.02","0.767441860465116","206"
"776","R,W","5","Cloud, Planet's Champion","mythic","Creature","3.49","2","3.56","13.43","4.65","0.4803921568627449","205"
"777","U,B","3","Tegwyll, Duke of Splendor","mythic","Creature","0.99","1","1.06","1.01","2.51","0.37500000000000006","205"
"778","R,G","5","Baeloth Barrityl, Entertainer // Raised by Giants","mythic","Creature","12.99","10.27","12.12","11.14","undefined","0.48214285714285715","204"
"779","R,W","5","Alibou, Ancient Witness","mythic","Creature","1.29","0.46","1.06","0.59","0.77","0.3263157894736842","204"
"780","R,W","4","Iroas, God of Victory","mythic","Creature","16.99","14.37","16.39","12.3","0.02","0.4263959390862944","203"
"781","R,W","5","Commander Mustard","rare","Creature","0.79","0.7","0.71","0.29","0.1","0.26666666666666666","203"
"782","R,G,W","4","Bright-Palm, Soul Awakener","mythic","Creature","0.99","0.49","1.06","0.29","3.52","0.6666666666666666","203"
"783","G,W","4","Treebeard, Gracious Host","rare","Creature","0.69","0.49","0.71","0.67","2.06","0.36633663366336633","203"
"784","R,W,B","3","Mathas, Fiend Seeker","rare","Creature","0.99","0.61","0.71","0.38","0.03","0.23529411764705882","201"
"785","R,G,W","4","Aragorn, Hornburg Hero","mythic","Creature","2.99","2.1","3.2","0.95","0.3","0.44","200"
"786","R,G","5","Wildsear, Scouring Maw","mythic","Creature","0.99","0.54","1.06","1.39","2","0.4603174603174603","199"
"787","W,U,B,R,G","5","Tazri, Beacon of Unity","mythic","Creature","0.99","0.35","0.71","0.18","0.02","0.3125","198"
"788","U,B","2","Rona, Herald of Invasion","rare","Creature","2.79","0.82","2.49","1.01","0.02","0.29357798165137616","197"
"789","W","4","Mondrak, Glory Dominus","mythic","Creature","39.99","34.87","42.78","27.65","0.37","1.0671580671580654","197"
"790","R,G,W","3","Jared Carthalion, True Heir","rare","Creature","0.49","0.25","0.35","0.11","0.2","0.3333333333333333","197"
"791","R,W,B","4","Shanid, Sleepers' Scourge","mythic","Creature","2.99","2.49","3.56","1.04","3.05","0.22388059701492544","196"
"792","R,G","3","Balthier and Fran","rare","Creature","0.49","0.26","0.35","0.18","0.02","0.19801980198019803","196"
"793","U,B,R","4","The Rani","rare","Creature","0.49","0.25","0.35","0.19","undefined","0.42105263157894735","196"
"794","B,G,U","3","Mimeoplasm, Revered One","mythic","Creature","0.99","0.4","0.71","0.14","0.02","0.2547169811320754","195"
"795","R","3","General Kreat, the Boltbringer","uncommon","Creature","13.99","9.35","14.25","8.42","3.48","0.4805194805194805","195"
"796","G,U,R","6","The Swarmlord","mythic","Creature","0.99","0.75","0.71","undefined","1.75","0.6","194"
"797","U,B,R","3","Tetsuo, Imperial Champion","mythic","Creature","0.99","0.56","0.71","0.63","0.12","0.75","194"
"798","G,U","5","Círdan the Shipwright","rare","Creature","0.49","0.25","0.53","0.28","0.84","0.34782608695652173","193"
"799","R","4","Delina, Wild Mage","rare","Creature","9.99","5.88","8.55","8.12","0.02","0.35555555555555535","193"
"800","G","3","Ezuri, Renegade Leader","mythic","Creature","9.49","6.89","7.84","6.86","0.02","0.39361702127659576","192"
"801","U","4","Charix, the Raging Isle","rare","Creature","0.49","0.4","0.35","0.39","0.02","0.24166666666666667","192"
"802","B,R","6","Olivia, Crimson Bride","mythic","Creature","8.99","7.01","8.55","5.35","0.02","0.39285714285714285","192"
"803","U","3","Fblthp, Lost on the Range","rare","Creature","0.69","0.29","0.71","0.3","0.02","0.15094339622641512","192"
"804","W,B","3","Nalia de'Arnise","mythic","Creature","0.99","0.5","1.06","0.25","0.54","0","192"
"805","B","4","Ashcoat of the Shadow Swarm","mythic","Creature","79.99","53.29","78.43","39.26","undefined","0.44","191"
"806","W,U,B,R,G","5","Niv-Mizzet, Guildpact","rare","Creature","0.49","0.29","0.35","0.17","0.02","0.631578947368421","191"
"807","R,G","3","Svella, Ice Shaper","uncommon","Creature","0.35","0.2","0.35","0.02","0.03","0.25","191"
"808","R,W,B","3","Ghen, Arcanum Weaver","rare","Creature","0.49","0.42","0.35","0.22","1","0.29411764705882354","191"
"809","G,U","3","Pir, Imaginative Rascal // Toothy, Imaginary Friend","rare","Creature","6.99","4.38","5.7","5.55","2.72","0.36363636363636365","190"
"810","B,R","4","Mishra, Claimed by Gix","mythic","Creature","7.99","5.36","7.12","4.55","0.02","0.2857142857142857","190"
"811","R,W","3","Three Dog, Galaxy News DJ","rare","Creature","0.49","0.25","0.35","0.19","0.38","0.5217391304347826","190"
"812","G","3","Eladamri, Korvecdal","mythic","Creature","8.99","5.34","8.55","5.22","0.02","0.4222222222222222","190"
"813","G,U,R","8","Ureni, the Song Unending","mythic","Creature","2.49","1.99","2.49","2.62","0.12","0.4891304347826085","189"
"814","R,W","7","Gisela, Blade of Goldnight","mythic","Creature","2.49","1.44","2.13","1.02","0.02","0.7492537313432835","189"
"815","R,G","6","Wort, the Raidmother","rare","Creature","0.49","0.43","0.35","0.25","0.02","0.2857142857142857","189"
"816","G,W","3","Lae'zel, Vlaakith's Champion // Master Chef","rare","Creature","3.49","1.47","3.56","1.8","undefined","0.2684365781710914","189"
"817","G,U","3","Uro, Titan of Nature's Wrath","mythic","Creature","3.99","2.55","4.27","4.1","1.53","0.7514124293785313","189"
"818","G,W,U","5","Ellie and Alan, Paleontologists","rare","Creature","2.79","2.66","2.85","2.33","0.31","0.7333333333333333","189"
"819","G","3","Legolas, Master Archer","rare","Creature","0.79","0.31","0.53","0.22","0.02","0","188"
"820","R,W","4","Raiyuu, Storm's Edge","rare","Creature","0.49","0.35","0.35","0.19","0.02","0.22727272727272727","187"
"821","W","5","Gandalf the White","mythic","Creature","7.49","5.53","7.84","5.04","0.02","0.521505376344086","187"
"822","W,U","3","Lyse Hext","rare","Creature","0.69","0.31","0.71","0.34","2.03","0.3166666666666667","187"
"823","R,W,B","8","Licia, Sanguine Tribune","mythic","Creature","3.99","3.59","3.2","undefined","5.54","0.17391304347826086","187"
"824","","3","Liberator, Urza's Battlethopter","rare","Creature","6.49","4.86","6.41","2.95","0.02","0.3383233532934128","187"
"825","R,G,W","3","Sigurd, Jarl of Ravensthorpe","rare","Creature","1.79","0.86","1.42","0.46","0.02","0.2","187"
"826","B,G","3","Grismold, the Dreadsower","rare","Creature","1.49","0.74","1.42","0.61","1.09","0.10526315789473684","186"
"827","G,W","2","Trelasarra, Moon Dancer","uncommon","Creature","0.49","0.25","0.53","0.26","0.03","0.45","186"
"828","B,G,U","5","Tevesh Szat, Doom of Fools // Thrasios, Triton Hero","mythic","Planeswalker","8.99","7.18","8.55","6.76","2.53","0.5728155339805826","186"
"829","B,R","4","Wort, Boggart Auntie","rare","Creature","12.99","9.49","10.69","3","0.02","0.47368421052631576","185"
"830","W,U,B,R,G","2","Jenson Carthalion, Druid Exile","mythic","Creature","0.99","0.75","1.06","0.73","1.34","0.17647058823529413","185"
"831","U,B","2","Basim Ibn Ishaq","rare","Creature","3.99","1.96","4.27","4.01","0.02","0.31746031746031733","184"
"832","R,W","4","Neyali, Suns' Vanguard","mythic","Creature","1.99","2.17","2.13","1.27","2.98","0.19047619047619052","184"
"833","G","5","Freyalise, Llanowar's Fury","rare","Planeswalker","2.29","2.1","2.13","1.36","0.86","0.42045454545454547","184"
"834","R,G","2","Radha, Heir to Keld","uncommon","Creature","0.35","0.25","0.21","0.14","0.02","0.6","184"
"835","G,U","6","Xolatoyac, the Smiling Flood","mythic","Creature","0.99","0.43","1.06","1.11","undefined","0.2631578947368421","184"
"836","B,R","5","Karazikar, the Eye Tyrant","mythic","Creature","10.99","6.49","11.4","5.04","undefined","0.4766355140186916","182"
"837","R","1","Ragavan, Nimble Pilferer","mythic","Creature","39.99","33","39.21","25.37","7.73","1.292042657916324","182"
"838","W,U,B,R,G","5","General Tazri","mythic","Creature","1.29","2.17","1.42","0.65","0.02","0.36363636363636365","181"
"839","G,U,R","5","Gimbal, Gremlin Prodigy","mythic","Creature","0.99","0.39","0.71","0.19","1.14","0.4444444444444444","181"
"840","R","3","Chandra, Fire of Kaladesh","mythic","Creature","2.49","1.71","2.13","1.31","0.02","0.375","181"
"841","W,U,B","3","Merieke Ri Berit","rare","Creature","2.79","2.52","2.85","1.14","0.03","0.9382716049382716","181"
"842","","0","Omarthis, Ghostfire Initiate","mythic","Creature","1.99","1","2.13","0.75","4.15","0.2608695652173913","180"
"843","W,U","3","Errant and Giada","rare","Creature","0.69","0.48","0.71","0.17","0.02","0.25","180"
"844","U,R","3","Aegar, the Freezing Flame","uncommon","Creature","0.35","0.2","0.21","0.09","0.03","0.2","179"
"845","B,R,G","4","Soul of Windgrace","mythic","Creature","0.99","0.25","0.71","0.27","0.02","0.3157894736842105","179"
"846","G","5","Yedora, Grave Gardener","uncommon","Creature","0.35","0.2","0.35","0.12","0.02","0.34513274336283184","179"
"847","W,U","2","Lavinia, Azorius Renegade","rare","Creature","0.69","0.42","0.53","0.37","0.31","0.9130434782608695","179"
"848","U,R","2","Jhoira, Ageless Innovator","rare","Creature","0.49","0.3","0.35","0.05","0.02","0.2222222222222222","178"
"849","G,U","4","Elrond, Master of Healing","rare","Creature","0.49","0.26","0.35","0.33","0.02","0.26666666666666666","178"
"850","R,W","5","Aurelia, the Law Above","rare","Creature","2.79","1.5","2.85","0.7","0.02","0.225130890052356","178"
"851","W,B","5","Thalisse, Reverent Medium","uncommon","Creature","0.59","0.27","0.53","0.21","0.22","0.2912621359223301","178"
"852","B,R,G","4","Mr. Orfeo, the Boulder","uncommon","Creature","0.35","0.2","0.35","0.07","0.03","0.2608695652173913","177"
"853","U,R","2","Red Death, Shipwrecker","rare","Creature","0.49","0.3","0.53","0.28","0.65","0.05555555555555555","177"
"854","B,G","4","The Most Dangerous Gamer","rare","Creature","0.49","0.25","0.35","0.18","undefined","0.44505494505494503","177"
"855","W","4","Preston, the Vanisher","rare","Creature","19.99","17.32","20.67","15.56","undefined","0.3644859813084112","177"
"856","G","5","Thrun, Breaker of Silence","rare","Creature","0.49","0.33","0.35","0.22","0.02","0.9285714285714286","176"
"857","R,G","8","Borborygmos Enraged","rare","Creature","0.49","0.34","0.35","0.23","0.02","0","176"
"858","W","4","Greymond, Avacyn's Stalwart","mythic","Creature","54.99","44.9","67.74","46.12","0.3","0.8823529411764706","176"
"859","R","5","Dragonhawk, Fate's Tempest","mythic","Creature","7.99","5.79","7.84","4.54","0.07","0.3846153846153847","176"
"860","G,U","4","Vannifar, Evolved Enigma","mythic","Creature","1.29","0.64","1.42","0.88","0.02","0.4230769230769231","176"
"861","W,B,G","3","Reyhan, Last of the Abzan // Yoshimaru, Ever Faithful","rare","Creature","13.99","11.98","10.69","4.89","12.85","0.6111111111111112","176"
"862","W,U","4","Ephara, God of the Polis","mythic","Creature","6.49","3.16","4.98","3.93","0.02","0","175"
"863","U","6","Y'shtola Rhul","mythic","Creature","10.99","6.5","11.4","4.54","0.02","0.3181818181818184","175"
"864","R,G","5","Vrondiss, Rage of Ancients","mythic","Creature","0.99","0.66","1.06","0.7","undefined","0.7647058823529411","175"
"865","W,B","4","Elenda, Saint of Dusk","rare","Creature","0.49","0.43","0.35","0.28","0.02","0.1875","175"
"866","R","2","Spider-Punk","rare","Creature","5.99","3.85","5.7","4.16","1.58","0.7272727272727273","175"
"867","U,R","3","Rielle, the Everwise","mythic","Creature","4.99","2.81","4.98","2.54","0.02","0.375","174"
"868","G,W","3","Gylwain, Casting Director","mythic","Creature","0.99","0.35","0.71","0.36","1.54","0.38095238095238093","174"
"869","G,U","11","The Pride of Hull Clade","mythic","Creature","2.29","1.1","2.49","1.45","0.02","0.05555555555555555","174"
"870","U,R","2","Balmor, Battlemage Captain","uncommon","Creature","0.35","0.2","0.35","0.11","0.03","0.25000000000000033","173"
"871","R,W","0","Rograkh, Son of Rohgahh // Yoshimaru, Ever Faithful","uncommon","Creature","2.49","1.36","2.49","1.19","1.44","0.6612021857923498","173"
"872","R,W","3","Kellan, the Fae-Blooded","mythic","Creature","8.99","5.09","9.26","5.72","0.03","0.4020618556701031","172"
"873","W,U,B","6","Elenda and Azor","mythic","Creature","0.99","0.5","1.06","0.31","4.12","0.5172413793103449","172"
"874","R,W","3","Wyleth, Soul of Steel","mythic","Creature","4.49","2.99","4.27","2.5","13.41","0.18181818181818182","172"
"875","U,B","5","Oskar, Rubbish Reclaimer","rare","Creature","0.69","0.49","0.71","0.38","1.92","0.3333333333333333","172"
"876","B,G","6","Aatchik, Emerald Radian","rare","Creature","0.49","0.25","0.35","0.18","0.02","0.13953488372093023","171"
"877","B","2","Zul Ashur, Lich Lord","rare","Creature","1.29","0.91","1.06","1.1","0.02","0.18705035971223022","171"
"878","W,B","2","MacCready, Lamplight Mayor","rare","Creature","5.99","2.31","6.41","4.29","1.46","0.4117647058823529","171"
"879","U,B","2","Sygg, River Cutthroat","rare","Creature","13.99","10.06","12.12","6.61","0.02","0.2857142857142857","171"
"880","R","2","Ashling the Pilgrim","rare","Creature","0.49","0.29","0.35","0.17","0.02","0.8125","171"
"881","W,U,B,R,G","5","Sliver Gravemother","mythic","Creature","14.99","19.99","23.52","11.79","1.86","1.1147540983606548","170"
"882","G,W,U","3","Shanna, Purifying Blade","mythic","Creature","0.99","0.45","0.71","0.35","0.02","0.35714285714285715","169"
"883","U,R","3","Mm'menon, Uthros Exile","uncommon","Creature","0.35","0.2","0.35","0.17","0.03","0.058823529411764705","169"
"884","B,G","3","Sarulf, Realm Eater","rare","Creature","0.49","0.39","0.35","0.21","0.02","0.375","168"
"885","B,R","5","The Scorpion God","mythic","Creature","1.99","1.42","2.13","1.39","0.02","0.08","168"
"886","W,U,B","3","Sydri, Galvanic Genius","mythic","Creature","0.99","0.92","1.06","0.72","0.02","0.09090909090909091","167"
"887","G","4","Ruxa, Patient Professor","rare","Creature","4.49","3.18","4.27","2.52","1.27","0.29411764705882354","166"
"888","W","3","Arahbo, the First Fang","rare","Creature","0.99","0.9","1.06","0.62","0.02","0.22018348623853212","165"
"889","U,R","5","Melek, Reforged Researcher","mythic","Creature","0.59","0.75","0.53","undefined","undefined","0.2857142857142857","165"
"890","R,G","3","Erinis, Gloom Stalker // Street Urchin","uncommon","Creature","0.35","0.2","0.21","0.09","0.88","0.03225806451612903","165"
"891","G,U","4","Jyoti, Moag Ancient","mythic","Creature","0.99","0.25","0.71","0.28","0.02","0.2","164"
"892","G,U","3","Gor Muldrak, Amphinologist","rare","Creature","0.49","0.29","0.35","0.02","0.86","0.14285714285714285","164"
"893","B,G","3","Vraska, the Silencer","mythic","Creature","1.79","0.84","1.42","1.5","0.02","0.46153846153846156","164"
"894","U,B,R","4","Sakashima of a Thousand Faces // Vial Smasher the Fierce","mythic","Creature","42.99","32.02","42.78","29.39","13.52","0.9020833333333332","164"
"895","B,R","2","Kroxa, Titan of Death's Hunger","mythic","Creature","3.99","2.62","3.56","2.69","0.46","0.617224880382775","163"
"896","R,G","5","Ganax, Astral Hunter // Acolyte of Bahamut","uncommon","Creature","0.99","0.37","1.06","0.39","4.73","0.22157434402332354","163"
"897","B,G,U","7","Damia, Sage of Stone","mythic","Creature","6.99","5.7","6.41","3.07","0.39","0.5","163"
"898","U,B","2","Francisco, Fowl Marauder // Malcolm, Keen-Eyed Navigator","rare","Creature","0.49","0.25","0.35","0.25","2.27","0.06666666666666667","162"
"899","B,R,G,W","4","Tana, the Bloodsower // Tymna the Weaver","mythic","Creature","5.49","4.96","4.98","3.46","1.65","0.8571428571428571","162"
"900","B,R,G","3","Ellie, Vengeful Hunter // Joel, Resolute Survivor","mythic","Creature","undefined","undefined","undefined","undefined","undefined","0","162"
"901","B,R","5","Tor Wauki the Younger","uncommon","Creature","0.99","0.7","1.06","0.23","1.26","0.3","162"
"902","W","2","Keleth, Sunmane Familiar // Yoshimaru, Ever Faithful","uncommon","Creature","0.35","0.25","0.35","0.08","0.04","0","162"
"903","U,R","3","Lilah, Undefeated Slickshot","rare","Creature","0.49","0.25","0.35","0.13","0.02","0.4666666666666667","162"
"904","W","7","Sephara, Sky's Blade","rare","Creature","4.49","2.97","4.27","1.04","0.02","0.45799457994579945","161"
"905","G","4","Yeva, Nature's Herald","rare","Creature","1.79","0.79","1.78","0.65","0.02","0.24000000000000007","161"
"906","","4","The Regalia","rare","Artifact","1.49","1.97","1.42","0.67","0.02","0.29411764705882354","161"
"907","W,B","2","Lotho, Corrupt Shirriff","rare","Creature","12.99","8.28","13.54","7.21","0.02","0.5667420814479636","160"
"908","W","5","Spider-Man, Peter Parker","mythic","Creature","16.99","17.79","17.82","13.04","undefined","0.40860215053763443","160"
"909","R,W,B","5","Neriv, Crackling Vanguard","mythic","Creature","0.99","0.68","0.71","1.05","undefined","0.26804123711340205","159"
"910","B,G","4","Cleopatra, Exiled Pharaoh","mythic","Creature","2.49","1.28","2.85","2.11","0.02","0.26666666666666666","159"
"911","R,G,W","5","Preston Garvey, Minuteman","mythic","Creature","0.99","0.29","1.06","0.15","1.04","0.7058823529411765","159"
"912","B","3","Maralen of the Mornsong","rare","Creature","24.99","25.84","24.24","8.61","0.02","1.064239828693791","158"
"913","B,G","1","Grist, Voracious Larva","mythic","Creature","2.29","1.66","2.49","1.62","0.03","0.5789473684210527","158"
"914","G,W","5","Sigarda, Host of Herons","mythic","Creature","1.79","0.97","2.13","0.7","0.02","0","158"
"915","R,G","2","Rydia, Summoner of Mist","uncommon","Creature","0.35","0.25","0.35","0.16","0.03","0.3099999999999999","157"
"916","G,W","4","Captain Sisay","rare","Creature","15.99","16.43","14.25","10.41","1.29","0.9528795811518324","157"
"917","W,U","4","Urza, Prince of Kroog","rare","Creature","0.69","0.55","0.71","0.39","0.02","0.26190476190476203","157"
"918","U,R","2","Wyll, Blade of Frontiers // Sword Coast Sailor","rare","Creature","0.59","0.4","0.71","0.29","1.25","0.0975609756097561","157"
"919","U,B","6","Xanathar, Guild Kingpin","mythic","Creature","2.79","1.68","2.49","2.47","0.02","0.8","157"
"920","W,U,B,R,G","4","Kyodai, Soul of Kamigawa","rare","Creature","0.49","0.35","0.35","0.2","0.02","0.15","157"
"921","G","2","Shigeki, Jukai Visionary","rare","Creature","0.59","0.29","0.53","0.24","0.02","0.1818181818181818","157"
"922","U","4","Cynette, Jelly Drover","uncommon","Creature","0.35","0.36","0.35","0.2","0.65","0.17924528301886797","156"
"923","U","3","Neerdiv, Devious Diver","rare","Creature","3.99","3.44","4.27","2.45","2.44","0.36904761904761907","156"
"924","B,R","4","Green Goblin, Nemesis","rare","Creature","3.99","2","2.85","1.24","undefined","0.41509433962264153","156"
"925","U","4","Tekuthal, Inquiry Dominus","mythic","Creature","4.99","2.92","4.98","3.44","0.02","0.5340909090909096","155"
"926","G,U","4","Galadriel, Elven-Queen","mythic","Creature","0.99","0.25","0.71","0.24","0.3","0.35294117647058826","155"
"927","B","5","Alpharael, Stonechosen","mythic","Creature","0.99","0.65","1.06","0.02","0.03","0.548780487804878","155"
"928","G,U,R","3","The Thirteenth Doctor // Yasmin Khan","mythic","Creature","0.99","0.4","0.71","1.55","undefined","0.4237288135593222","154"
"929","U,B","2","Satoru, the Infiltrator","rare","Creature","0.99","0.5","0.71","0.81","0.07","0.24137931034482765","154"
"930","G","3","Yisan, the Wanderer Bard","rare","Creature","0.49","0.3","0.35","0.17","0.02","0.14285714285714285","154"
